end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccruedInvestmentIncomeReceivable,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,DepositAssets,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeAssetNotionalAmount,DerivativeCollateralObligationToReturnCash,DerivativeCollateralObligationToReturnSecurities,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueAmountOffsetAgainstCollateralNet,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsPayableCurrentAndNoncurrent,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FairValueAssetsLevel1ToLevel2TransfersAmount,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBrokerageReceivables,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestments,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,TreasuryStockValue,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2018-03-31,2018-05-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,177270605.0,,,0.0,,,,0.0,-856046.0,,8483.0,,-529322.0,,,,,,,,,,,,,,,0.0,29675.0,,,9060.0,110750.0,,,191854131.0,,150457359.0,8712.0,7726921.0,7835768.0,,,,,611.0,40.0,,,4589.0,,,,-512.0,,,3463.0,558997.0,857.0,,529322.0,857.0,857.0,8508.0,0.0075,0.66,327825.0,0.68,0.02,0.0053,7726921.0,,,0.0466,,176287412.0,176310075.0,0.9953,,16257582.0,15544056.0,713526.0,25852716.0,119233.0,177270605.0,177150761.0,11600000.0,,426.0,-32397.0,,15.27,-8854599.0,-8854599.0,7998553.0,7998553.0,7957032.0,,337394.0,230111.0,,,,,,148144384.0,14679353.0,,,87957660.0,,5824754.0,,95467175.0,140982097.0,,,7836194.0,7836194.0,,951470.0,,,,,,,,177151372.0,-897567.0,,,5824754.0,,,,14679353.0,,,-154694.0,,-109273.0,-109273.0,,,,,
2018-06-30,2018-08-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,225840066.0,,,0.0,,,,0.0,,,5048.0,,,,,,,,,,,,,,,,,0.0,46682.0,,,16610.0,133017.0,,,250445877.0,,183426003.0,5359.0,22409984.0,10271075.0,,,,,684.0,40.0,,,,,,,,,,,795392.0,293.0,-293.0,748710.0,,,7827.0,0.0075,1.8,389998.0,1.83,0.03,0.0078,22409984.0,,,0.1198,,222739948.0,222891936.0,0.9875,,27553941.0,,,39465933.0,138065.0,225840066.0,225701317.0,13200000.0,,-301.0,47711.0,,17.1,,,,,22817553.0,,395650.0,407569.0,,,,,,,,,,,,,,,,,,10270774.0,10270774.0,,2931520.0,,,,,,,,225702001.0,48550629.0,,,32289762.0,,,,6556686.0,,,12009885.0,,12139210.0,12139210.0,,,,,
2018-09-30,2018-11-07,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,228232006.0,,,511185.0,,,,0.0,,,5007.0,,,,,,,,,,,,,,,,,0.0,286872.0,,,18398.0,133541.0,,,260417803.0,,194024156.0,2557.0,11334697.0,3515396.0,,,,,724.0,40.0,,,,,,,,,,,1283276.0,10825.0,,996404.0,,,11205.0,0.0075,0.94,430890.0,1.0,0.06,0.0148,11334697.0,,,0.0585,,224891286.0,224868153.0,0.9859,,35647643.0,35549650.0,97993.0,30843997.0,138548.0,228232006.0,228092734.0,12600000.0,,-1287.0,-49853.0,,18.1,,,,,12184906.0,,444272.0,850209.0,,,,,,,,,,,,,,,,,,3514109.0,3514109.0,,2834270.0,,,,,,,,228093458.0,2391457.0,,,23484533.0,,,,33277982.0,,,7995709.0,,7820588.0,7820588.0,,,,,
2018-12-31,2019-02-28,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,92751616.0,,,,,,-856046.0,0.0,-856046.0,,4560.0,,-3128058.0,,,,,,,,,,,,,,,,520109.0,83140.0,9623.0,,80530.0,,,69982230.0,,67734740.0,29556.0,,12504489.0,,,,,493.0,40.0,,,-25631.0,,,,51.0,,,-460.0,3666213.0,24967.0,,3146104.0,,24967.0,35111.0,0.0076,-2.22,1503272.0,-2.05,0.17,0.0107,-25841321.0,-0.21,,-0.1401,,92639862.0,92650969.0,1.0157,,108092.0,-22668739.0,22776831.0,24916229.0,1535871.0,92751616.0,91215252.0,7400000.0,,-12186.0,1599.0,,12.33,-61767761.0,,60911715.0,,-23697792.0,,1557795.0,2143529.0,,1662808.0,,,,449526267.0,148994844.0,,1662808.0,331668015.0,,87522250.0,,340068465.0,527706719.0,,,12492303.0,12492303.0,,91024.0,,,,,,,,91215745.0,-86833194.0,,,87522250.0,,,,148994844.0,,,-38367489.0,,-38333624.0,-38333624.0,,,,,
2019-03-31,2019-05-09,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,97016362.0,,,,,,,0.0,,,4847.0,,-420425.0,,,,,,,,,,,,,,,0.0,152592.0,,11556.0,,60948.0,,,96162423.0,,71822061.0,3863.0,,-5717548.0,,,,,588.0,40.0,,,-19582.0,,,,1933.0,,,287.0,576771.0,3575.0,,424179.0,,3575.0,7201.0,0.0075,2.3,183648.0,2.36,0.06,0.016,16575652.0,,,0.1914,,96526394.0,96549121.0,0.9959,,3356565.0,-386698.0,3743263.0,24727060.0,65795.0,97016362.0,96949979.0,6600000.0,,-461.0,2130.0,,14.69,-12684497.0,,12684497.0,,16968538.0,,191086.0,392886.0,,,,,,75646600.0,19498055.0,,,81540382.0,,8264339.0,,81739042.0,71981372.0,,,-5718009.0,-5718009.0,,455685.0,,,,,,,,96950567.0,5734822.0,,,8264339.0,,,,19498055.0,,,22282041.0,,22293661.0,22293661.0,,,,,
2019-06-30,2019-08-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,75157904.0,,,,,,,0.0,,,5005.0,,,,,,,,,,,,,,,,,0.0,145626.0,,7028.0,,43699.0,,,73098329.0,,48876437.0,4956.0,,-1418296.0,,,,,571.0,40.0,,,,,,,,,,,508646.0,4253.0,,363020.0,,,6019.0,0.0077,-0.48,159091.0,-0.42,0.06,0.0163,-3043850.0,,,-0.0286,,75090672.0,75150876.0,1.0126,,1392264.0,-2052547.0,3444811.0,26274439.0,939018.0,75157904.0,74218315.0,5200000.0,,2818.0,17548.0,,14.27,,,,,-2697485.0,,168300.0,346365.0,,,,,,,,,,,,,,,,,,-1415478.0,-1415478.0,,,,,,,,,,74218886.0,-22731681.0,,,6042181.0,,,,26076377.0,,,-1665849.0,,-1628372.0,-1628372.0,,,,,
2019-09-30,2019-11-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,1999120.0,,,57445739.0,,,,,,,0.0,,,5009.0,,,,,,,,,,,,,,,,,0.0,132619.0,,5995.0,,34384.0,,,50242614.0,,33865350.0,1514.0,,-1361189.0,,,,,534.0,40.0,,,,,,,,,,,348710.0,1807.0,,216091.0,,,6178.0,0.0073,-0.98,120556.0,-0.93,0.05,0.0144,-4513293.0,,,-0.0652,,55392314.0,55440624.0,0.9892,,,,5198010.0,21575274.0,1397923.0,57445739.0,56047282.0,4200000.0,,5253.0,-8098.0,,13.34,,,,,-4282282.0,,123877.0,231011.0,,,,,,,,,,,,,,,,,,-1355936.0,-1355936.0,,,,,,,,,,56047816.0,-18171070.0,,,11298179.0,,,,25186967.0,,,-3145463.0,,-3157357.0,-3157357.0,,,,,
2019-12-31,2020-02-28,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,65043577.0,,,246166.0,,,,0.0,,,4944.0,,-1158730.0,,,,,,,,,,,,,,,,560906.0,,18867.0,,36969.0,,,66639994.0,,14963000.0,14236.0,,-8450253.0,,,,,585.0,40.0,,,-43561.0,,,,9244.0,,,384.0,1728677.0,11302.0,,1167771.0,,11302.0,26908.0,0.0075,2.34,583068.0,2.55,0.21,0.0148,15870876.0,-0.26,-0.26,0.2071,,64987634.0,65024710.0,1.0108,,2540955.0,1615284.0,925671.0,50061710.0,711664.0,65043577.0,64331328.0,4400000.0,,8267.0,6989.0,,14.62,-45269328.0,,45269328.0,,17017855.0,,608606.0,1146979.0,,1153910.0,,,,177922949.0,76488833.0,,1153910.0,,,33741056.0,,,231868675.0,,,-8439116.0,-8439116.0,,,,,,,,,,64331913.0,-26883832.0,,,33741056.0,,,,76488833.0,,,24284023.0,,24309992.0,24309992.0,,,,-8439116.0,24309992.0
2020-03-31,2020-05-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,36293887.0,,,,,,0.0,0.0,,,5003.0,,-89570.0,,,,,,,,,,,,,,,0.0,116456.0,,11656.0,,21965.0,,,16218111.0,,13998559.0,6471.0,,-8569306.0,,,,,328.0,40.0,,,-15004.0,,,,-7211.0,,,59.0,206738.0,1952.0,,90282.0,,1952.0,11215.0,0.0073,-6.45,103498.0,-6.43,0.02,0.0077,-30155601.0,,,-0.4398,,36172567.0,36282231.0,1.0071,,,,20064120.0,22283672.0,267247.0,36293887.0,36026312.0,4400000.0,,-600.0,26374.0,,8.19,1744296.0,,-1744296.0,,-30049569.0,,111921.0,106032.0,,,,,,27885153.0,29020836.0,,,,,30765132.0,,,28964938.0,,,-8548785.0,-8548785.0,,,,,,,,,,36026640.0,-28305273.0,,,30765132.0,,,,29020836.0,,,-21679404.0,,-21606816.0,-21606816.0,,,,,
2020-06-30,2020-08-07,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,57930858.0,,,1181476.0,,,,0.0,,,5002.0,,,,,,,,,,,,,,,,,0.0,30002.0,,2453.0,,29989.0,,,55834349.0,,15996056.0,5029.0,,-11181695.0,,,,,370.0,40.0,,,,,,,,,,,65446.0,1077.0,,35444.0,,,11477.0,0.007,1.07,86753.0,1.07,,-0.0014,7900525.0,,,0.1306,,56706585.0,56746929.0,0.9884,,1159096.0,-912580.0,2071676.0,40750873.0,519742.0,57930858.0,57410746.0,6200000.0,,,-32192.0,,9.26,,,,,7884589.0,,92859.0,-15936.0,,,,,,,,,,,,,,,,,,-11181695.0,-11181695.0,,,,,,,,,,57411116.0,21384476.0,,,24012215.0,,,,10512328.0,,,19151540.0,,19082220.0,19082220.0,,,,,
2020-09-30,2020-11-06,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,53799407.0,,,,,,,0.0,,,5000.0,,,,,,,,,,,,,,,,,0.0,9463.0,,217.0,,30069.0,,,55575232.0,,19997018.0,586.0,,-1028870.0,,,,,384.0,40.0,,,,,,,,,,,15379.0,307.0,,5916.0,,,14914.0,0.0066,0.36,112902.0,0.34,-0.02,-0.0055,2506318.0,,,0.0367,,52912477.0,52946893.0,0.9848,,2628339.0,,,32949875.0,35069.0,53799407.0,53763954.0,5600000.0,,197.0,736.0,,9.6,,,,,2422816.0,,113795.0,-83502.0,,,,,,,,,,,,,,,,,,-1028673.0,-1028673.0,,852297.0,,,,,,,,53764338.0,-3646778.0,,,1934182.0,,,,8003776.0,,,3540919.0,,3534991.0,3534991.0,,,,,
2020-12-31,2021-02-26,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,58682508.0,,,246166.0,,,246166.0,0.0,,,4992.0,,-135266.0,,,,,,,,,,,,,,,0.0,161109.0,,525.0,,35268.0,,,66659691.0,,19993340.0,17379.0,,-18990982.0,,,,,434.0,40.0,,,-1701.0,,,,-18342.0,,,48.0,297159.0,3887.0,,136050.0,,3887.0,46282.0,0.007,-3.74,408258.0,-3.76,-0.02,-0.0016,-12191564.0,,,-0.2572,,58232948.0,58262316.0,0.9935,,8483438.0,8397375.0,86063.0,38268976.0,40260.0,58682508.0,58641814.0,5400000.0,,-215.0,-4418.0,,10.86,6587982.0,,-6341816.0,,-12277647.0,,429524.0,-86083.0,,,,,,83863863.0,57481911.0,,,,,64069893.0,,,78964156.0,,,-18965947.0,-18965947.0,,173501.0,,,,,,,,58642248.0,-5689665.0,,,64069893.0,,,,57481911.0,,,6782091.0,,6774383.0,6774383.0,,,,-18965947.0,6774383.0
2021-03-31,2021-05-07,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,86003612.0,,,,,,-246166.0,0.0,,,5006.0,,-4874.0,,,,,,,,,,,,,,,0.0,4427.0,,1147.0,,51624.0,,,100775493.0,,34997790.0,2693.0,,6480874.0,,,,,522.0,40.0,,,16356.0,,,,622.0,,,14.0,9301.0,277.0,,4874.0,,277.0,9940.0,0.0071,2.2,138892.0,2.18,-0.02,-0.0066,12861853.0,,,0.2007,,85967771.0,86002465.0,1.0147,,14875724.0,14773028.0,102696.0,51004675.0,1243030.0,86003612.0,84760060.0,6500000.0,,,3898.0,,13.04,13379102.0,,-13625268.0,,12739232.0,,141862.0,-122621.0,,,,,,22995678.0,3940028.0,,,,,17319130.0,,,8000000.0,,,6480874.0,6480874.0,,,,,,,,,,84760582.0,26118334.0,,,17319130.0,,,,3940028.0,,,6375653.0,,6380979.0,6380979.0,,,,,
2021-06-30,2021-08-06,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,109237476.0,,,,,,,0.0,,,4998.0,,,,,,,,,,,,,,,,,0.0,3438.0,,1137.0,,59229.0,,,130229043.0,,39996269.0,4267.0,,10187803.0,,,,,624.0,40.0,,,,,,,,,,,8327.0,468.0,,4889.0,,,2777.0,0.0075,2.59,173024.0,2.56,-0.03,-0.0072,16523285.0,,,0.1963,,109085839.0,109114806.0,0.9995,,21114237.0,,,69118537.0,64227.0,109237476.0,109172625.0,7000000.0,,,-4299.0,,15.6,,,,,16356630.0,,177759.0,-166655.0,,,,,,,,,,,,,,,,,,10187803.0,10187803.0,,121533.0,,,,,,,,109173249.0,24412667.0,,,22302096.0,,,,14246059.0,,,6341209.0,,6335482.0,6335482.0,,,,,
2021-09-30,2021-11-05,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,110169933.0,,,,,,,0.0,,,5435.0,,,,,,,,,,,,,,,,,0.0,3523.0,,1128.0,,63647.0,,,137357425.0,,40999497.0,742.0,,1943083.0,,,,,678.0,40.0,,,,,,,,,,,8849.0,556.0,,5326.0,,,2029.0,0.0075,1.37,198332.0,1.34,-0.03,-0.0071,8836710.0,,,0.0859,,109320594.0,109348988.0,0.9932,,28008437.0,,,68349491.0,69082.0,110169933.0,110100173.0,6500000.0,,,379.0,,16.94,,,,,8647958.0,,199630.0,-188752.0,,,,,,,,,,,,,,,,,,1943083.0,1943083.0,,819817.0,,,,,,,,110100851.0,927602.0,,,,,,,7720356.0,,,6894200.0,,6893627.0,6893627.0,,,,,
2021-12-31,2022-02-25,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,109803203.0,,,,,,-246166.0,0.0,,,5014.0,,-20879.0,,,,,,,,,,,,,,,0.0,16249.0,,1282.0,,68368.0,,,115963028.0,,37999954.0,19958.0,,38271264.0,,,,,683.0,40.0,,,33100.0,,,,757.0,,,22.0,37128.0,2540.0,,20879.0,,2540.0,16774.0,0.0076,6.32,756735.0,6.21,-0.11,-0.0072,36031486.0,,,0.5718,,109777768.0,109801921.0,1.0211,,6161107.0,6161107.0,,71801967.0,2266444.0,109803203.0,107536076.0,6300000.0,,,-931.0,,17.07,13588356.0,,-13834522.0,,35306155.0,,779233.0,-725331.0,,,,,,78986666.0,82115616.0,,,,,95703972.0,,,61000000.0,,,,38272969.0,,,,,,,,,,107536759.0,48894511.0,,,95703972.0,,,,82115616.0,,,-2236268.0,,-2241483.0,,,,,38272969.0,-2241483.0
