end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccrualForEnvironmentalLossContingencies,AccrualForEnvironmentalLossContingenciesNet,AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedProfessionalFeesCurrent,AdditionalPaidInCapital,Assets,Cash,CashPeriodIncreaseDecrease,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ConvertibleDebt,ConvertibleDebtNoncurrent,ConvertibleSubordinatedDebt,ConvertibleSubordinatedDebtCurrent,ConvertibleSubordinatedDebtNoncurrent,CostOfRealEstateSales,CostsAndExpenses,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtWeightedAverageInterestRate,DeferredCosts,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesOther,DepositAssets,DividendsPayableCurrent,DividendsPreferredStockStock,DueFromRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal,GainLossOnDispositionOfAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPropertyAndOtherTaxesPayable,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestExpenseRelatedParty,InterestIncomeOperating,InterestIncomeRelatedParty,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InterestReceivable,InvestmentIncomeDividend,InvestmentIncomeInterest,Land,LandAndLandImprovements,LandAvailableForSale,LandImprovements,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LongTermDebt,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReceivableRelatedParties,OperatingExpenses,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssets,OtherAssetsCurrent,OtherIncome,OtherLongTermDebt,OtherNonoperatingIncomeExpense,OtherNotesPayable,PaymentsForOperatingActivities,PaymentsForOtherTaxes,PaymentsToAcquireNotesReceivable,PaymentsToAcquireOtherRealEstate,PreferredStockAmountOfPreferredDividendsInArrears,PreferredStockDividendsAndOtherAdjustments,PreferredStockLiquidationPreference,PreferredStockLiquidationPreferenceValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromInterestReceived,ProceedsFromOperatingActivities,ProceedsFromOtherOperatingActivities,ProceedsFromSaleAndCollectionOfNotesReceivable,ProceedsFromSaleOfPropertyHeldForSale,ProceedsFromSaleOfRealEstate,ProfessionalFees,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,Revenues,SalesOfRealEstate,SalesRevenueNet,StockholdersEquity,SubordinatedDebt,TaxesExcludingIncomeAndExciseTaxes,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2017-12-31,2018-03-23,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,209000.0,,15000.0,0.0,573000.0,573000.0,0.0,,4000.0,,,47000.0,13498000.0,788000.0,159000.0,-799000.0,3756000.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,,,8472000.0,,,0.0,1524000.0,,0.0,,0.06,,37000.0,0.0,0.0,16948000.0,,,57000.0,17042000.0,,41000.0,,640000.0,573000.0,,-0.41,,-0.41,0.03,0.34,0.41,0.0,0.04,,,95000.0,0.0,-1509000.0,57000.0,,57000.0,,623000.0,-513000.0,7000.0,-60000.0,-21000.0,0.0,,-13000.0,1361000.0,,,,,0.0,1360000.0,0.0,2000.0,13000.0,,25032000.0,,2000.0,15000.0,,14000.0,14000.0,14000.0,,91048000.0,788000.0,9670000.0,0.0,-560000.0,-239000.0,-1566000.0,-2206000.0,-2206000.0,1198000.0,,,560000.0,,67793000.0,,42000.0,1000.0,,,,1198000.0,-241000.0,,,,14515000.0,0.0,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,27000.0,,-560000.0,0.0,,-106290000.0,15000.0,0.0,,-90260000.0,447000.0,5000.0,5317758.0,5317758.0,5317758.0,5317758.0,
2018-03-31,2018-05-11,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,193000.0,,3000.0,,,0.0,,,1000.0,,,39000.0,13498000.0,728000.0,683000.0,524000.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8354000.0,,,,48000.0,,,,,,37000.0,0.0,,17042000.0,,,,17136000.0,,,14675000.0,160000.0,,,,-0.04,,,,,,,,332000.0,21000.0,,-43000.0,0.0,,,,,,,,,,,,,,,,,,345000.0,,1000.0,,,3237000.0,,,,,,14000.0,14000.0,,91031000.0,728000.0,9670000.0,,560000.0,-36000.0,-43000.0,-203000.0,,1198000.0,,,0.0,,,,1000.0,,,,,,,,,,,,,,1.0,5000000.0,2000000.0,,,2000000.0,,,,,560000.0,,,4000.0,,,,,-106997000.0,5000.0,,,-90967000.0,,1000.0,,,5317758.0,,
2018-06-30,2018-08-20,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,198000.0,,11000.0,5000.0,0.0,5000.0,,,2000.0,,,36000.0,13498000.0,676000.0,629000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8315000.0,,,,291000.0,,,,,,37000.0,0.0,,17031000.0,,,57000.0,17125000.0,,,14835000.0,160000.0,,,,-0.08,,,,,,,,111000.0,20000.0,,-290000.0,0.0,,,,,,,,,,,,,,,,,,347000.0,,1000.0,,,3257000.0,,,,,,14000.0,14000.0,,91269000.0,676000.0,9513000.0,,,,-290000.0,-450000.0,,1198000.0,,,0.0,,,,1000.0,,0.0,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,24000.0,,,,,-106623000.0,1000.0,,,-90593000.0,290000.0,2000.0,,,5317758.0,,
2018-09-30,2018-11-09,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,253000.0,,57000.0,,0.0,0.0,,,3000.0,,,43000.0,13498000.0,635000.0,607000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,-1000.0,,,,,,37000.0,0.0,,17031000.0,,,57000.0,17125000.0,,,14995000.0,160000.0,,,,-0.03,,,,,,,,432000.0,33000.0,,1000.0,0.0,,,,,,,,,,,,,,,,,,347000.0,,0.0,,,3278000.0,,,,,,14000.0,14000.0,,91227000.0,635000.0,9361000.0,,,,1000.0,-159000.0,,1198000.0,,,0.0,,,,1000.0,,0.0,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,41000.0,,,,,-106622000.0,0.0,,,-90592000.0,138000.0,1000.0,,,5317758.0,,
2018-12-31,2019-02-25,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,230000.0,,18000.0,,,,,,0.0,,,43000.0,13498000.0,553000.0,526000.0,367000.0,3756000.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,,,8163000.0,,,,743000.0,,-875000.0,,0.068,,37000.0,0.0,0.0,17119000.0,,,57000.0,17213000.0,,13000.0,,640000.0,0.0,,-0.26,,-0.26,0.0,0.21,0.25,0.0,0.04,,,94000.0,,-736000.0,0.0,,0.0,,184000.0,-155000.0,0.0,-29000.0,21000.0,-4000.0,,13000.0,1388000.0,,,,,,1388000.0,,2000.0,5000.0,,25744000.0,,2000.0,7000.0,,14000.0,14000.0,14000.0,,91549000.0,553000.0,9361000.0,,560000.0,-193000.0,-736000.0,-1376000.0,,1198000.0,,,,,68476000000.0,,13000.0,0.0,0.0,,,1198000.0,-213000.0,,,,15155000.0,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,95000.0,,560000.0,,,-107026000.0,7000.0,,,-90996000.0,,5000.0,,,5317758.0,,
2019-03-31,2019-05-15,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,175000.0,,11000.0,,,,,,1000.0,,,9000.0,13498000.0,446000.0,419000.0,-107000.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,404000.0,,,,,,37000.0,0.0,,17312000.0,,,57000.0,17406000.0,,,15315000.0,160000.0,,,,-0.11,,,,,,,,0.0,15000.0,,,,,,,,,,,,,,,,,,,,,350000.0,,1000.0,,,3321000.0,,,,,,14000.0,14000.0,,91845000.0,446000.0,9361000.0,,0.0,-107000.0,-403000.0,-563000.0,,1198000.0,,,,,,,,,,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,0.0,,,29000.0,,,,,-107429000.0,1000.0,,,-91399000.0,,1000.0,,,5317758.0,,
2019-06-30,2019-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,175000.0,,10000.0,,,,,,2000.0,,,10000.0,13498000.0,408000.0,381000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,395000.0,,,,,,37000.0,0.0,,17325000.0,,,57000.0,17419000.0,,,,160000.0,,,,-0.1,,,,,,,,0.0,14000.0,,,,,,,,,,,,,,,,,,,,,353000.0,,0.0,,,3343000.0,,,,,,14000.0,14000.0,,92199000.0,408000.0,9361000.0,,,,-392000.0,-552000.0,,1198000.0,,,,,,,,,3000.0,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,18000.0,,,,,-107821000.0,3000.0,,,-91791000.0,,1000.0,,,5317758.0,,
2019-09-30,2019-11-12,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,167000.0,,0.0,,,,,,3000.0,,,12000.0,13498000.0,363000.0,336000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,392000.0,,0.0,,,,37000.0,0.0,,17424000.0,,,57000.0,17518000.0,,,,160000.0,,,,-0.1,,,,,,,,0.0,12000.0,,,,,,,,,,,,,,,,,,,,,354000.0,,0.0,,,3365000.0,,,,,,14000.0,14000.0,,92546000.0,363000.0,,,,,-392000.0,-552000.0,,1198000.0,,,,,,,,,0.0,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,16000.0,,,,,-108213000.0,0.0,,,-92183000.0,,1000.0,,,5317758.0,,
2019-12-31,2020-03-12,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,169000.0,0.0,0.0,,,,,,0.0,,,13000.0,13498000.0,336000.0,309000.0,-217000.0,3756000.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,,,8163000.0,,,,1572000.0,138000.0,0.0,0.0,0.0715,,37000.0,0.0,0.0,17522000.0,,,57000.0,17616000.0,,13000.0,15955000.0,640000.0,,,-0.42,-0.42,-0.42,0.0,0.21,0.25,0.0,0.04,,,55000.0,,-1568000.0,0.0,,,,403000.0,-338000.0,0.0,-65000.0,-61000.0,0.0,,0.0,1412000.0,,,,,,1412000.0,0.0,1000.0,0.0,,27070000.0,,1000.0,,,14000.0,14000.0,14000.0,,92900000.0,336000.0,,,0.0,-217000.0,-1568000.0,-2208000.0,,1198000.0,,,,,70074000.0,,13000.0,,3000.0,,,1198000.0,221000.0,,,,15795000.0,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,65000.0,,0.0,,,-108594000.0,4000.0,,,-92564000.0,,5000.0,,,5317758.0,,
2020-03-31,2020-06-29,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,191000.0,,34000.0,,,,,,1000.0,,,1000.0,13498000.0,315000.0,288000.0,-21000.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,399000.0,,,,,,37000.0,0.0,,17625000.0,,,57000.0,17719000.0,,,15955000.0,160000.0,,,,-0.11,,,,,,,,,4000.0,,,,,,,,,,,,,,,,,,,,,355000.0,,0.0,,,3404000.0,,,,,,14000.0,14000.0,,93278000.0,315000.0,,,,-21000.0,-399000.0,-559000.0,,1198000.0,,,,,,,,,,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,30000.0,,,,,-108993000.0,0.0,,,-92963000.0,,1000.0,,,5317758.0,,
2020-06-30,2020-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,161000.0,,5000.0,,,,,,2000.0,,,2000.0,13498000.0,261000.0,234000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8163000.0,,,,378000.0,,,,,,37000.0,0.0,,17719000.0,,,57000.0,17813000.0,,,16115000.0,160000.0,,,,-0.1,,,,,,,0.0,,10000.0,0.0,,,,,,,,,,,,,,,,,,,,353000.0,,0.0,,,3419000.0,,,,,,14000.0,14000.0,,93602000.0,261000.0,,,,,-378000.0,-538000.0,,1198000.0,,,,378000.0,,,,,0.0,,0.0,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,5000.0,,,,,-109371000.0,0.0,,,-93341000.0,,1000.0,,,5317758.0,,
2020-09-30,2020-11-13,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,159000.0,,2000.0,,,,,,3000.0,,,3000.0,13498000.0,108000.0,94000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8025000.0,,,,-40000.0,0.0,-410000.0,138000.0,,,37000.0,0.0,,17708000.0,,,57000.0,17802000.0,,,16275000.0,160000.0,,,,-0.02,,,,,,,0.0,,6000.0,,,,,,,,,,,,,,,,,,,,,354000.0,,0.0,,,3435000.0,,,,,,14000.0,14000.0,,93407000.0,108000.0,,,,,42000.0,-118000.0,,1198000.0,,,,,,,,,2000.0,,2000.0,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,1000.0,,,,,-109329000.0,2000.0,,,-93299000.0,,1000.0,,,5317758.0,,
2020-12-31,2021-03-31,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,160000.0,4000.0,3000.0,,,,,,4000.0,,,3000.0,13498000.0,95000.0,81000.0,-228000.0,3756000.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,,,8025000.0,8025000.0,8025000.0,,1107000.0,,-410000.0,,0.0544,,37000.0,0.0,0.0,17801000.0,,,57000.0,17895000.0,,0.0,,640000.0,,,-0.33,-0.33,-0.33,0.0,0.21,-0.25,0.0,0.04,,,25000.0,,,0.0,,,,279000.0,-234000.0,0.0,-45000.0,-9000.0,4000.0,,,1292000.0,,,,,,1417000.0,125000.0,0.0,,3450000.0,3450000.0,,0.0,,,14000.0,14000.0,14000.0,,93764000.0,95000.0,,,,-228000.0,-1105000.0,-1745000.0,,1198000.0,1198000.0,52790000.0,,,70080000.0,70080000.0,0.0,,2000.0,,,1198000.0,230000.0,,,,16435000.0,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,36000.0,,,,,-109699000.0,2000.0,,,-93669000.0,,5000.0,,,5317758.0,,
2021-03-31,2021-05-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,158000.0,,0.0,,,,,,2000.0,,,4000.0,13498000.0,78000.0,64000.0,-17000.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8025000.0,,,,369000.0,,,,,,37000.0,0.0,,17893000.0,,,57000.0,17987000.0,,,16595000.0,160000.0,,,,-0.1,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,356000.0,,,,,3465000.0,,,,,,14000.0,14000.0,,94116000.0,78000.0,,,,-17000.0,-369000.0,-529000.0,,1198000.0,,,,,,,,,,,,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,,,,,,,,0.0,,,,,-110068000.0,0.0,,,-94038000.0,,1000.0,,,5317758.0,,
2021-06-30,2021-08-13,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,156000.0,,0.0,,,,,,3000.0,,,2000.0,13498000.0,78000.0,64000.0,,,0.1,25000000.0,5317758.0,5317758.0,532000.0,,,,,28820000.0,8025000.0,,,,,,,,37000.0,0.0,,17983000.0,,,57000.0,18077000.0,,,16755000.0,160000.0,,,,-0.1,,,,,,,10000.0,,5000.0,14000.0,,,,,,,,,,,,,,,,,,,,358000.0,,,,,3481000.0,,,,,,14000.0,14000.0,,94473000.0,78000.0,,,,,-357000.0,-517000.0,,,1198000.0,52790000.0,,371000.0,,,,,,,4000.0,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,,0.0,,,,,-110425000.0,,,,-94395000.0,,2000.0,,,5317758.0,,
2021-09-30,2021-11-15,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,157000.0,,0.0,,,,,,4000.0,,,3000.0,13498000.0,64000.0,50000.0,,,0.1,25000000.0,5317758.0,5317758.0,532000.0,,,,,8025000.0,8025000.0,,376000.0,,,,,,37000.0,0.0,,18077000.0,,,57000.0,18171000.0,,,16915000.0,160000.0,,,,-0.1,,,,,,,0.0,,8000.0,,,,,,,,,,,,,,,,,,,,,360000.0,,,,3496000.0,,,,,,,14000.0,14000.0,,94835000.0,64000.0,,,,,-376000.0,-536000.0,,,1198000.0,,,,,,,,,,0.0,,,,,,,,,8000000.0,1.0,5000000.0,2000000.0,2000000.0,2000000.0,,,,,,,,,1000.0,,,,,-110801000.0,0.0,,,-94771000.0,,1000.0,,,5317758.0,,
