end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableOtherCurrentAndNoncurrent,AccountsReceivableRelatedParties,AccruedFeesAndOtherRevenueReceivable,AccruedProfessionalFeesCurrentAndNoncurrent,AssetManagementCosts,Assets,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommissionsPayableToBrokerDealersAndClearingOrganizations,CommonStockParOrStatedValuePerShare,CommonStockSharesIssued,CommonStockSharesOutstanding,CustodyFees,Deposits,DividendIncomeOperating,DividendsReceivable,DueFromRelatedParties,DueToCorrespondentBrokers,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToRelatedPartiesCurrentAndNoncurrent,FairValueAssetsLevel1ToLevel2TransfersAmount,FairValueAssetsLevel2ToLevel1TransfersAmount,FeesAndCommissions,FloorBrokerageExchangeAndClearanceFees,GainLossOnSaleOfInvestments,GeneralPartnersCapitalAccount,IncomeTaxExaminationPenaltiesAndInterestExpense,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPayablesToBrokerDealers,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInTradingLiabilities,InterestIncomeOperating,InterestReceivable,Liabilities,LiabilitiesAndPartnersCapital,LiabilitiesAndStockholdersEquity,LicenseCosts,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsAuthorized,LimitedPartnersCapitalAccountUnitsIssued,LimitedPartnersCapitalAccountUnitsOutstanding,LitigationSettlementInterest,LossContingencyDamagesAwardedValue,LossContingencyDamagesPaidValue,ManagementFeeExpense,ManagementFeePayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NoninterestExpenseDirectorsFees,NoninterestExpenseTransferAgentAndCustodianFees,OperatingExpenses,OtherAssets,OtherDerivativesNotDesignatedAsHedgingInstrumentsAtFairValueNet,OtherExpenses,OtherGeneralExpense,OtherIncome,OtherLiabilities,OtherReceivables,PartnersCapital,PartnersCapitalAccountContributions,PartnersCapitalAccountRedemptions,PartnersCapitalAccountUnitsContributed,PartnersCapitalAccountUnitsRedeemed,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromPartnershipContribution,ProfessionalFees,RevenueFromContractWithCustomerIncludingAssessedTax,Revenues,StockholdersEquityNoteStockSplitConversionRatio1,TradingLiabilities,TradingSecuritiesRealizedGainLoss,TrusteeFees,UnrealizedGainLossOnDerivativesAndCommodityContracts,UnrealizedGainLossOnInvestments,WeightedAverageLimitedPartnershipUnitsOutstanding,DebtSecuritiesTradingRealizedGainLoss,InvestmentOwnedBalanceContracts,PaymentsForLegalSettlements
2016-09-30,2016-11-07,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,15931.0,,1211749.0,3619261.0,3480832573.0,239891625.0,3107848328.0,,,,235961.0,,,,,,560858.0,175795.0,,64960641.0,1153658.0,,,,82000.0,1544097.0,-384554840.0,0.0,,,,,,,,,,,,,,,,2300456.0,,83811663.0,,3480832573.0,120642.0,3397020910.0,3127000000.0,,308700000.0,,,,,0.0,,,,,-84354861.0,-0.28,,,-0.56,,,95863.0,,6111165.0,,,,,,,5000.0,3397020910.0,,,,,1364654.0,,643479.0,,-78243696.0,,,0.0,,,303367830.0,303886957.0,,,
2016-12-31,2017-02-24,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,0.0,,1829494.0,15146837.0,3283178094.0,249864944.0,2920517807.0,-106529222.0,3170382751.0,,235961.0,,,,,,2090136.0,222951.0,,110778928.0,1256212.0,,,,343000.0,6875314.0,431308189.0,0.0,,0.0,,,0.0,,214021.0,-16747.0,-301869975.0,0.0,,,-25000.0,550777.0,,8864931.0,0.0,181221425.0,,3283178094.0,504895.0,3101956669.0,3127000000.0,,265000000.0,,,,15146837.0,26116.0,-633992870.0,-633992870.0,527463648.0,829333623.0,955006592.0,2.07,,,1.4,,,373311.0,,31991376.0,,,,2200000.0,,,5000.0,3101956669.0,4450820824.0,5137486718.0,456900000.0,475100000.0,1276832.0,4489405734.0,2626030.0,343000.0,986997968.0,,,14302.0,,249798620.0,249798620.0,322665574.0,,,
2017-03-31,2017-05-05,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,82126.0,,1098144.0,3226589.0,3003018085.0,205001922.0,2781662080.0,-183718749.0,,,187961.0,,,,,,858889.0,278618.0,,0.0,1070065.0,,,,69350.0,1161407.0,-155270440.0,0.0,,,,82126.0,0.0,,55667.0,-26116.0,-44863022.0,,,,-48000.0,-85913.0,,2940939.0,,2453395.0,,3003018085.0,107553.0,3000564690.0,3127000000.0,,282500000.0,,,,,0.0,84819537.0,84819537.0,-268538286.0,-223675264.0,-253155304.0,-0.97,,,-1.09,,,90610.0,,5262552.0,,,,,,,3350.0,3000564690.0,1084753021.0,932989696.0,101500000.0,84000000.0,1190919.0,1084753021.0,590480.0,,-247892752.0,,,,,-96491490.0,-96491490.0,261642222.0,,,
2017-06-30,2017-08-07,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,46375.0,,1023620.0,3231514.0,3276918477.0,453625077.0,2828070191.0,,,,187961.0,,,,,,1035939.0,324683.0,,0.0,979185.0,,,,88650.0,1365114.0,-237461770.0,0.0,,,,,,,,,,,,,,,,4094212.0,,107948906.0,,3276918477.0,107717.0,3168969571.0,3127000000.0,,334800000.0,,,,3231514.0,0.0,,,,,-258773151.0,-0.9,,,-1.15,,,89727.0,,5476212.0,,,,,,,3000.0,3168969571.0,,,,,1104051.0,,595272.0,88650.0,-253296939.0,,,,,,-21053970.0,287768132.0,,,
2017-09-30,2017-11-06,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,11035.0,,1154777.0,2943845.0,2364179820.0,154585900.0,2052310579.0,,,,187961.0,,,,,,988616.0,265315.0,,53119135.0,906095.0,,,,110000.0,1248593.0,135353709.0,0.0,,,,,,,,,,,,,,,,5365328.0,58562.0,55457633.0,,2364179820.0,98128.0,2308722187.0,3127000000.0,,221100000.0,,,,2943845.0,0.0,,,,,265809881.0,1.0,,,0.97,,,90856.0,,4805332.0,,,,,,,2000.0,2308722187.0,,,,,1016229.0,,336088.0,110000.0,270615213.0,,,,,,128797560.0,264872826.0,,,
2017-12-31,2018-02-28,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,0.0,,2058723.0,11901563.0,2148805465.0,144626242.0,1846630713.0,-1179125796.0,1991256955.0,-1179125796.0,187961.0,,,,75000.0,,3417005.0,154339.0,,57283329.0,799622.0,,,,360000.0,4675687.0,70673279.0,0.0,,,,-1590.0,32182.0,,-68612.0,-4328.0,-105238702.0,,,,-48000.0,-348425.0,,18149989.0,32182.0,129274055.0,,2148805465.0,396719.0,2019531410.0,3127000000.0,,167200000.0,,,,11901563.0,21788.0,-1198145169.0,,19019373.0,,404063368.0,0.31,,,2.01,,,357844.0,,24691236.0,,,,2200000.0,,,2000.0,2019531410.0,4177335976.0,5338733632.0,410300000.0,508100000.0,928407.0,4138684744.0,2437428.0,360000.0,428754604.0,,,0.0,,6489790.0,6489790.0,253222466.0,,,
2018-03-31,2018-05-10,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,,1849679.0,2187506.0,1883757752.0,144417387.0,1594388740.0,-252450828.0,,,137961.0,,,,75000.0,,283406.0,88895.0,,38501509.0,584355.0,,,,115000.0,694480.0,183289170.0,0.0,,,,0.0,43893.0,,-65444.0,25899.0,,,,,-50000.0,-81465.0,,6294976.0,76075.0,41186140.0,,1883757752.0,72917.0,1842571612.0,3127000000.0,,140700000.0,,,,2187506.0,47687.0,-419675380.0,,167224552.0,,170897874.0,1.09,,,1.02,,,75556.0,,3620608.0,,,,,,,2000.0,1842571612.0,1085854618.0,1433712290.0,86800000.0,113300000.0,846942.0,1082884417.0,508685.0,115000.0,174518482.0,,,,,-15464070.0,-15464070.0,156170000.0,,,
2018-06-30,2018-08-08,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,51967.0,,1296869.0,,2042621831.0,124439236.0,1713363666.0,,1837802902.0,,137961.0,,,,,,487147.0,239712.0,,176491054.0,674534.0,,,,,652149.0,147388830.0,0.0,,,,,,,,,,,,,,,,7348066.0,52526.0,231094203.0,,2042621831.0,,1811527628.0,3127000000.0,,120600000.0,,,,2121257.0,0.0,,,,,253227806.0,1.83,,,1.92,,,80087.0,,3391637.0,,,,,,,3000.0,1811527628.0,,,,,841044.0,,461537.0,81000.0,256619443.0,,,,,,101314400.0,138279121.0,,,
2018-09-30,2018-11-08,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,,1595608.0,,1758301820.0,135097595.0,1488417608.0,,1623515203.0,,137961.0,,,,,,723714.0,187264.0,,0.0,490265.0,,,,,570108.0,120333820.0,0.0,,,,,,,,,,,,,,,,7988050.0,38508.0,2392679.0,,1758301820.0,,1755909141.0,3127000000.0,,113500000.0,,,,1984921.0,111006.0,,,,,48484300.0,0.4,,,0.45,,,80559.0,,3117304.0,,,,,,,1000.0,1755909141.0,,,,,835080.0,,409589.0,77000.0,51601604.0,,,,,,-77520980.0,121141304.0,,,
2018-12-31,2019-02-25,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,31698.0,1741281.0,,1485351347.0,433776173.0,1223159803.0,-334320979.0,1656935976.0,-334320979.0,89961.0,,,,75000.0,,2213034.0,144034.0,,0.0,583978.0,,0.0,0.0,,2538611.0,1603334.0,0.0,,,,5114.0,-3152.0,,-10305.0,-10539.0,,,,,-98000.0,-349290.0,,29889589.0,29030.0,16889635.0,,1485351347.0,,1468461712.0,3127000000.0,,153200000.0,,,,8147165.0,42947.0,-297635948.0,,-36685031.0,,-1055159270.0,-17.01,,,-25.83,,,316185.0,,16194899.0,,-194392958.0,,1500000.0,,,2000.0,1468461712.0,3972118855.0,4231913908.0,38437500.0,40187500.0,579117.0,3988747637.0,1539401.0,358000.0,-1038964371.0,,,-3070.0,,-312173308.0,-312173308.0,17125822.0,,,
2019-03-31,2019-05-09,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,,933788.0,,1616523460.0,169466759.0,1363074393.0,-124394824.0,1532541152.0,-124394824.0,89961.0,,,,75000.0,,1706643.0,508059.0,,61251648.0,456111.0,,,,,697934.0,137007682.0,0.0,,,458.0,-31698.0,-26712.0,,364025.0,34478.0,,,,,0.0,-127886.0,,7867450.0,2318.0,62828624.0,,1616523460.0,,1553694836.0,3127000000.0,,124300000.0,,,,1803427.0,45727.0,-328019924.0,,203625100.0,,420897668.0,23.67,,,23.31,,,81721.0,,3171765.0,,,,,,,0.0,1553694836.0,669584243.0,1005248787.0,59700000.0,88600000.0,451231.0,691606693.0,400683.0,74000.0,424069433.0,,,,,277413658.0,277413658.0,17781250.0,,,
2019-06-30,2019-08-08,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,76169.0,826724.0,,1639479726.0,,1337255138.0,,1485994667.0,,89961.0,,,,,,961575.0,195712.0,,131064529.0,526980.0,,0.0,0.0,,581879.0,-67581780.0,0.0,,,,,,,,,,,,,,,,7979767.0,19303.0,177446617.0,,1639479726.0,,1462033109.0,3127000000.0,,120500000.0,,,,1666525.0,0.0,,,,,-25593536.0,-1.71,,,-2.93,,,71055.0,,2930288.0,,,,,,,3000.0,1462033109.0,,,8287500.0,8762500.0,301089.0,,405136.0,80000.0,-22663248.0,,,,,,35897190.0,14930632.0,,,
2019-09-30,2019-11-08,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,79410.0,1139290.0,,1429807641.0,,1325617585.0,,1495037213.0,,89961.0,,,,,,219697.0,60237.0,,,510711.0,,0.0,0.0,,616021.0,97326744.0,0.0,,,,,,,,,,,,,,,,7510292.0,32281.0,45816024.0,,1429807641.0,,1383991617.0,3227000000.0,,122700000.0,,,,1550198.0,43060.0,,,,,-83218477.0,-5.71,,,-6.83,,,89972.0,,2777247.0,,,,,,,2000.0,1383991617.0,,,12762500.0,12487500.0,149298.0,,317592.0,93000.0,-80441230.0,,,7667.0,,,-185598630.0,14575272.0,,,
2019-12-31,2020-02-21,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,39269.0,1453996.0,,1213915570.0,,1026973397.0,,1176245411.0,-480690565.0,89961.0,,,,75000.0,,2957196.0,5883.0,,8820649.0,467894.0,,0.0,0.0,,2423017.0,220179889.0,0.0,0.0,,,7571.0,-831.0,,-138151.0,,,,,,0.0,-504876.0,,29461116.0,28199.0,42939312.0,,1213915570.0,,1170976258.0,3227000000.0,,11450000.0,,,,6461273.0,43388.0,-731272883.0,,250582318.0,,634825753.0,31.24,,,37.62,,,333741.0,,13879260.0,,37520567.0,,1440997.0,,,2000.0,1170976258.0,3196742422.0,3967683580.0,34137500.0,41837500.0,74241.0,3218764872.0,1440997.0,312000.0,648705013.0,,,11258.0,,231913525.0,231913525.0,15155959.0,11258.0,,
2020-03-31,2020-05-08,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,155971.0,781793.0,,2532942615.0,,1305680808.0,,2985000530.0,1808755119.0,59961.0,33.94,74575000.0,74575000.0,75000.0,,857667.0,240071.0,,0.0,629309.0,,,,,973154.0,-688521703.0,0.0,0.0,,0.0,116702.0,-14782.0,,234188.0,,,,,,-30000.0,851162.0,,4543179.0,13417.0,1563849.0,,2532942615.0,,2531378766.0,4627000000.0,,74575000.0,,,,1659435.0,46359.0,2505638920.0,,-696883801.0,,-1617373490.0,-72.71,,,-68.33,,,93112.0,,3338866.0,,-893508200.0,,,,,2000.0,2531378766.0,3635036787.0,657260789.0,71637500.0,8512500.0,925403.0,3194923364.0,290136.0,115000.0,-1614034624.0,,,,,-931028767.0,-931028767.0,22243544.0,,,
2020-06-30,2020-08-07,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,117083.0,641568.0,,4721706138.0,,1470774756.0,,3573055087.0,,224961.0,16.35,185362500.0,185362500.0,,,689654.0,165220.0,,0.0,1818718.0,,,,,3706371.0,-2958778455.0,0.0,,,,,,,,,,,,,,,,2462398.0,59780.0,50555273.0,,4721706138.0,,4671150865.0,5627000000.0,,166723603.0,,,,4632495.0,56577.0,,,,,-927063161.0,-5.7,,,-5.92,,,101092.0,,10338213.0,,1145323709.0,,,,,0.0,4671150865.0,3889719001.0,822883741.0,118525000.0,26376397.0,2981908.0,,532839.0,69546.0,-916724948.0,,,,,,2038831909.0,162504650.0,,,
2020-09-30,2020-11-06,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,77767.0,1274927.0,,4086240744.0,,2123627473.0,,3987069756.0,,297119.0,16.35,185362500.0,185362500.0,,,383360.0,28665.0,,0.0,1535481.0,,,,,783270.0,1138807507.0,0.0,,,,,,,,,,,,,,,,1020740.0,145261.0,34693680.0,,4086240744.0,,4051547064.0,5627000000.0,,142223603.0,,,,4893531.0,57567.0,,,,,83890552.0,0.57,,,0.47,,,101486.0,,7746606.0,,96694260.0,,,,,2351.0,4051547064.0,,,15100000.0,39600000.0,2222684.0,,1045976.0,55000.0,91637158.0,,,,,,-1048629449.0,147624690.0,,,
2020-12-31,2021-02-26,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,38452.0,1903173.0,,3712147230.0,,2585466700.0,,3309238139.0,2132992728.0,323858.0,,,,,,1949571.0,3683.0,,23667355.0,1407565.0,,,,,6104865.0,-2251576260.0,0.0,0.0,,,-817.0,132758.0,,-2200.0,,,,,,233897.0,1185800.0,,8528581.0,160957.0,86929484.0,,3712147230.0,,3625217746.0,5627000000.0,,109623603.0,,,,15388313.0,52049.0,4386805233.0,,-2253812505.0,,-1349817059.0,-16.61,,,-64.62,,,391372.0,,35169131.0,,401443958.0,,2200000.0,,,2000.0,3625217746.0,,,207062500.0,108888897.0,1260041.0,8030979653.0,2694975.0,289546.0,-1314647928.0,,,,,363923391.0,363923391.0,114667411.0,0.0,,
2021-03-31,2021-05-07,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,635944.0,1030510.0,,3152964544.0,,2279197828.0,,2786091523.0,-523146616.0,235275.0,16.35,185362500.0,185362500.0,,,82475.0,49661.0,,93878539.0,1274542.0,,,,,304679.0,775473170.0,0.0,0.0,,,597492.0,-103022.0,,45978.0,,,,,,-88583.0,-945000.0,,306332.0,57935.0,210791439.0,,3152964544.0,,2942173105.0,5627000000.0,,72823603.0,,,,3813588.0,47465.0,-1362132122.0,,838985506.0,,721469107.0,8.15,,,7.33,,,102168.0,,6444629.0,,,,,,,2000.0,2942173105.0,,,3700000.0,40500000.0,315041.0,133157742.0,1152074.0,65000.0,727913736.0,,,,,-48013241.0,-48013241.0,88481381.0,,,
2021-06-30,2021-08-06,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,473385.0,1597696.0,,3239278986.0,,2029621313.0,,2762908222.0,,274805.0,16.35,185362500.0,185362500.0,,,126472.0,39245.0,,162676508.0,1156690.0,,,,,350906.0,538294832.0,0.0,,,,,,,,,,,,,,,,199631.0,73250.0,165896676.0,,3239278986.0,,3073382310.0,5627000000.0,,61623603.0,,,,3451899.0,46748.0,,,,,654237493.0,9.56,,,9.47,,,214176.0,,6768609.0,,,,,,,0.0,3073382310.0,221563337.0,744591625.0,5100000.0,16300000.0,0.0,,2321524.0,31000.0,661006102.0,,,,,,122354167.0,68423603.0,,,
2021-09-30,2021-11-05,10-Q,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,309040.0,2087175.0,,2733962894.0,,1769454915.0,,2406025750.0,,237911.0,16.35,185362500.0,185362500.0,,,113383.0,34533.0,,91750633.0,967321.0,,,,,245933.0,288200922.0,0.0,,,,,,,,,,,,,,,,195291.0,60318.0,121489075.0,,2733962894.0,,2612473819.0,5627000000.0,,49623603.0,,,,3142605.0,46432.0,,,,,134666389.0,2.39,,,2.78,,,215809.0,,5628576.0,,,,,,,0.0,2612473819.0,,,6200000.0,18200000.0,0.0,,1919476.0,37000.0,140294965.0,,,,,,-148251631.0,56448603.0,,,
2021-12-31,2022-02-25,10-K,"United States Oil Fund, LP",USO,CIK0001327068,USD,,,144695.0,3616000.0,,2379087571.0,,1565100289.0,,2264418396.0,-1044819743.0,200588.0,,,,,,431883.0,33715.0,,0.0,938440.0,,,,,1123971.0,1911763583.0,0.0,0.0,,,106243.0,-107416.0,,30032.0,,,,,,-123270.0,-1260041.0,,869933.0,53541.0,4928305.0,,2379087571.0,,2374159266.0,5627000000.0,,43823603.0,,,,13383302.0,44337.0,-2912738545.0,,1867918802.0,,1694175499.0,24.54,,,22.64,,,745448.0,,29065028.0,,,,6800000.0,,,0.0,2374159266.0,,,26000000.0,91800000.0,0.0,1239249023.0,6994549.0,169000.0,1723240527.0,,,,,-287006734.0,-287006734.0,65289630.0,0.0,32136.0,2500000.0
