end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableTradeCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,AssetImpairmentCharges,Assets,AssetsCurrent,AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,BusinessAcquisitionPercentageOfVotingInterestsAcquired,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostsAndExpenses,CurrentIncomeTaxExpenseBenefit,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentUnamortizedDiscountPremiumNet,DeferredTaxAssetsGross,DepreciationAndAmortization,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDueToOtherRelatedParties,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInventories,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestPaid,InterestPaidNet,InterestPayableCurrent,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWriteDown,LeaseAndRentalExpense,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,MarketableSecurities,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeasesRentExpenseNet,OperatingLossCarryforwardsValuationAllowance,OtherAssetImpairmentCharges,OtherExpenses,OtherInventoryScrap,OtherNoncashIncomeExpense,OtherNonoperatingExpense,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,PartnersCapitalAccountContributions,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValueOutstanding,PrepaidExpense,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromContributionsFromAffiliates,ProceedsFromContributionsFromParent,ProceedsFromIssuanceOfCommonStock,ProceedsFromNotesPayable,ProceedsFromPartnershipContribution,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,RelatedPartyTransactionDueFromToRelatedPartyCurrent,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,Revenues,SalesRevenueNet,ShareBasedCompensation,SharesIssued,SharesOutstanding,StockGrantedDuringPeriodValueSharebasedCompensationForfeited,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesEmployeeStockOwnershipPlan,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesShareBasedCompensation,StockIssuedDuringPeriodValueEmployeeStockOwnershipPlan,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,TaxesExcludingIncomeAndExciseTaxes,TechnologyServicesCosts,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted
2016-06-30,2017-03-14,10-K,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,,0.0,,,,27508.0,8542963.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,0.0,0.0,,,,398000.0,,,0.0,,,,0.0,,-25683.0,,,0.0,0.0,0.0,,,,25683.0,0.0,,25683.0,,,,0.0,0.0,25683.0,0.0,,,,,,0.0,,,283640.0,0.0,283640.0,,0.0,0.0,0.0,0.0,0.0,-25683.0,256132.0,0.0,0.0,,1145000.0,,25683.0,,,25683.0,,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,-8884771.0,,0.0,,,,,-283640.0,,,,,,,,,,,,,,58167600.0,
2016-09-30,2017-03-17,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,,,,,,33964.0,8542963.0,,,,,,,,,0.0,0.0,,,57000000.0,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,-6456.0,,0.0,,,0.0,,,6456.0,,,,,0.0,,,,6456.0,,,,,,,,,,290096.0,0.0,290096.0,,0.0,0.0,0.0,0.0,0.0,-6456.0,256132.0,0.0,0.0,0.0,,0.0,6456.0,,,6456.0,,,,0.001,20000000.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,,,,,,-8891227.0,,0.0,0.0,,,,-290096.0,,,,,,,,,,,,,,58167600.0,
2016-12-31,2017-03-17,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,,,,,,40420.0,8542963.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,,0.0,,,0.0,,,-6465.0,,0.0,,,0.0,,,,,,,,,,,,6456.0,,,,,,,,,,296552.0,0.0,296522.0,,,,,,,-6465.0,256132.0,0.0,0.0,,,,6456.0,,,6456.0,,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-8897683.0,,0.0,,,,,-296552.0,,,,,,,,,,,,,,58167600.0,
2017-03-31,2017-05-15,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,,17500.0,,,,,8542963.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,39805.0,0.0,,,57305.0,,,-63620.0,,0.0,,,0.0,,,,,,,,,,,,6315.0,,,,,,,,,,360172.0,0.0,,,,,,,,-63620.0,,57305.0,-57305.0,,,,6315.0,,,6315.0,,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-8961303.0,,0.0,,,,,-360172.0,,,,,,,,,,,,,,58167600.0,
2017-06-30,2017-11-08,10-K,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,53996.0,,,,,53996.0,8542963.0,,,0.0,,,,,,0.0,0.0,,,57000000.0,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,0.0,,,,,428000.0,,,59305.0,0.0,,,60180.0,,,-85793.0,,,,0.0,0.0,0.0,26488.0,,,,26488.0,,,,,,25613.0,0.0,0.0,,,,,,,,369433.0,0.0,,,59305.0,,0.0,,-59305.0,-85793.0,256132.0,60180.0,-60180.0,,1230800.0,,25613.0,,0.0,,-25613.0,,0.0,0.001,20000000.0,0.0,0.0,0.0,,,,0.0,,,,,59305.0,,,,,,-8970564.0,0.0,0.0,,,,,-369433.0,,,,,,,,,,,,,,58167600.0,
2017-09-30,2017-11-21,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,64794.0,,,,,,8554213.0,,,,,,,,,0.0,0.0,,,57000000.0,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,0.0,,,,,,,,,,59305.0,0.0,,,4412.0,0.0,,-10798.0,,,,,0.0,0.0,10798.0,10798.0,,,,,0.0,,,,6386.0,,0.0,,,,,,,,380231.0,0.0,,,0.0,,0.0,,0.0,-10798.0,256132.0,4412.0,-4412.0,0.0,,0.0,6386.0,,0.0,,-6386.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,0.0,11250.0,,,,0.0,,,,,,-8992612.0,0.0,0.0,0.0,,,,-380231.0,,,,,,,,,,,,,,58167600.0,
2017-12-31,2018-02-21,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,78350.0,,,,,,8554213.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,59305.0,0.0,,,18350.0,,,-24806.0,,,,,0.0,,,,,,,,,,,,6456.0,,,,,,,,,,393787.0,0.0,,,,,,,,-24806.0,256132.0,18350.0,-18350.0,,,,6456.0,,,,6456.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-9006168.0,,0.0,,,,,-393787.0,,,,,,,,,,,,,,58167600.0,
2018-03-31,2018-05-14,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,83843.0,,,,,,8624910.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,59305.0,,,,,,,0.0,0.0,,,10430.0,,,-16886.0,,,,,0.0,,,,,,,,,,,,6456.0,,,,,,,,,,339975.0,0.0,,,,,,,,-16886.0,256132.0,10430.0,-10430.0,,,,6456.0,,,,-6456.0,,11393.0,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-9023053.0,0.0,0.0,,,,,-33975.0,,,,,,,,,,,,,,58167600.0,
2018-06-30,2018-10-19,10-K,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,98304.0,,,,,,8665488.0,,,59305.0,,,,,,0.0,0.0,,,57000000.0,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,59305.0,,,,,,,0.0,0.0,,,81915.0,,,-107528.0,,,,,0.0,0.0,44308.0,,,,,,,,,,25613.0,,0.0,,,,,,,,354436.0,0.0,,,63220.0,,0.0,,-63220.0,-107528.0,256132.0,81915.0,-81915.0,,,,,,0.0,,-25613.0,,63220.0,0.001,20000000.0,0.0,0.0,0.0,,,,63220.0,,,,,0.0,,,,,,-9078092.0,0.0,,,,,,-354436.0,,,,,,,,,,,,,,58167600.0,
2018-09-30,2018-11-14,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,95505.0,,,,,,8681488.0,,,,,,,0.0,,0.0,0.0,,,57000000.0,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,6798.0,,,-13201.0,,,,,0.0,0.0,-2799.0,,,,,,,,,,6403.0,,0.0,,,,,,,,351637.0,0.0,,,16000.0,,0.0,,-16000.0,-13201.0,256132.0,6798.0,-6798.0,,,,,,0.0,,-6403.0,,16000.0,0.001,20000000.0,0.0,0.0,0.0,,,,16000.0,,,,,0.0,,,,,,-9091293.0,0.0,,,,,,-351637.0,,,,,,,,,,,,,,58167600.0,
2018-12-31,2019-02-15,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,103558.0,,,,,,8687988.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,8150.0,,,-14553.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,359690.0,0.0,,,,,,,,-14553.0,256132.0,8150.0,-8150.0,,,,,,,,-6403.0,,6500.0,0.001,20000000.0,,,0.0,,,,,,,,,,,,,,,-9105846.0,0.0,,,,,,-359690.0,,,,,,,,,,,,,,58167600.0,
2019-03-31,2019-05-20,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,105611.0,,,,,,8699388.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,,0.0,,,7050.0,,,-13453.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,361743.0,0.0,,,,,,,,-13453.0,256132.0,7050.0,-7050.0,,,,,,,,-6403.0,,11400.0,0.001,20000000.0,0.0,0.0,0.0,,,,11400.0,,,,,,,,,,,-9119299.0,0.0,,,,,,-361743.0,,,,,,,,,,,,,,58167600.0,
2019-06-30,2019-10-15,10-K,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,123443.0,,,,,,8706438.0,,,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,40477.0,,,-66089.0,,,,,0.0,,25139.0,,,,,,,,,,25612.0,,,,,,,,,,379575.0,0.0,,,40950.0,,0.0,,-40950.0,-66089.0,256132.0,40477.0,-40477.0,,,,,,,,-25612.0,,40950.0,0.001,20000000.0,0.0,0.0,0.0,,,,40950.0,40950.0,,,,0.0,,,,,,-9144181.0,0.0,,,,,,-379575.0,,,,,,,,,,,,,,58167600.0,
2019-09-30,2019-11-15,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,122089.0,,,,,,8722918.0,,,,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,8723.0,,,-15126.0,,,,,0.0,0.0,-1354.0,,,,,,,,,,6403.0,,0.0,,,,,,,,378221.0,0.0,,,16480.0,,0.0,,-16480.0,-15126.0,256132.0,8723.0,-8723.0,,,,,,0.0,,-6403.0,,16480.0,0.001,20000000.0,0.0,0.0,0.0,,,,16480.0,16480.0,,,,,,,,,,-9159307.0,0.0,,,,,,-378221.0,,,,,,,,,,,,,,58167600.0,
2019-12-31,2020-02-14,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,130717.0,,,,,,8729418.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,8725.0,,,-15128.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,386849.0,0.0,,,,,,,,-15128.0,256132.0,8725.0,-8725.0,,,,,,,,-6403.0,,6500.0,0.001,20000000.0,0.0,0.0,0.0,,,,6500.0,,,,,,,,,,,-9174435.0,0.0,,,,,,-386849.0,,,,,,,,,,,,,,58167600.0,
2020-03-31,2020-05-15,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,136120.0,,,,,,8736918.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,6500.0,,,-12903.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,392252.0,0.0,,,,,,,,-12903.0,256132.0,6500.0,-6500.0,,,,,,,,-6403.0,,7500.0,0.001,20000000.0,0.0,0.0,,,,7500.0,,,,,,,,,,,,-9187338.0,0.0,,,,,,-392252.0,,,,,,,,,,,,,,58167600.0,
2020-06-30,2020-10-13,10-K,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,147077.0,,,,,,8749016.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,0.0,0.0,,,40600.0,,,-66212.0,,,,,0.0,,23634.0,,,,,,,,,,25612.0,,,,,,,,,,403209.0,0.0,,,42578.0,,0.0,,-42578.0,-66212.0,256132.0,40600.0,-40600.0,,,,,,,,-25612.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,,42578.0,,,42578.0,0.0,,,,,,-9210393.0,0.0,,,,,,-403209.0,,,,,,,,,,,,,,58167600.0,
2020-09-30,2020-11-13,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,144368.0,,,,,,8765716.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,,0.0,,,8288.0,,,-14691.0,,,,,0.0,0.0,-2709.0,,,,,,,,,,6403.0,,0.0,,,,,,,,400500.0,0.0,,,17400.0,,0.0,,-17400.0,-14691.0,256132.0,8288.0,-8288.0,,,,,,,,-6403.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,,17400.0,,,17400.0,,,,,,,-9225084.0,0.0,,,,,,-400500.0,,,,,,,,,,,,,,58167600.0,
2020-12-31,2021-02-16,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,150958.0,,,,,,8773816.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,,0.0,,,7587.0,,,-13990.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,407090.0,0.0,,,,,,,,-13990.0,256132.0,7587.0,-7587.0,,,,,,,,-6403.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-9239074.0,0.0,,,,,,-407090.0,,,,,,,,,,,,,,58167600.0,
2021-03-31,2021-05-17,10-Q,"Xiamen Lutong International Travel Agency Co., Ltd.",LTGJ,CIK0001445175,USD,157173.0,,,,,,8781592.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,0.001,150000000.0,58167600.0,58167600.0,,58168.0,,,,,,,,,,,,,0.0,,,7588.0,,,-13991.0,,,,,0.0,,,,,,,,,,,,6403.0,,,,,,,,,,413305.0,0.0,,,,,,,,-13991.0,256132.0,7588.0,-7588.0,,,,,,,,-6403.0,,,0.001,20000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-9253065.0,0.0,,,,,,-413305.0,,,,,,,,,,,,,,58167600.0,
