end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsAndFloorBrokerageReceivables,CommissionsPayableToBrokerDealersAndClearingOrganizations,Deposits,DepreciationAmortizationAndAccretionNet,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DistributedEarnings,DividendIncomeOperating,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsIssued,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentInterestRate,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,InvestmentsInAndAdvancesToAffiliatesDividendOrInterestCreditedToIncome,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,OtherNonrecurringExpense,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsGrossUnrealizedDepreciation,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,UnrecognizedTaxBenefits
2015-06-30,2015-08-10,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,12710.0,,,39444.0,20122939.0,,,,1122921.0,,,,,,,5380.0,,,0.0,1159908.0,0.0,,,,,-1.77,,,19000018.0,29.0,-1372258.0,,,-869.0,-869.0,21.0,998.0,,40.0,9857087.0,,,,,-1411138.0,,,,,,593.0,,,,,,,,,,,,,,-38880.0,,,,,,-1159908.0,,,,,161003.0,20122939.0,19960938.0,800000.0,,21.0,478.0,,,,,,,-1411138.0,,39473.0,-38880.0,,,,,,,,,,,,,,,,,39444.0,,-848.0,-848.0,0.0,,,9857087.0,,,,,19961936.0,-1411138.0,0.0,0.0,0.0,,,0.0,0.0,,,,-1371888.0,-1371888.0,-1371410.0,478.0,,,0.0
2015-09-30,2015-11-06,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,36083.0,18593094.0,,,1592702.0,1592702.0,,,,,,,5378.0,,,222.0,2582220.0,0.0,,,,,-1.82,,,17000392.0,,-1421165.0,,,-1197.0,-1197.0,784.0,925.0,,40.0,6829930.0,,,,,-1455899.0,,,1495.0,146.0,,1495.0,,,,,,,,,,,,,,-34734.0,,,,,,,,,,,87057.0,18593094.0,18505112.0,800000.0,11609.0,784.0,1338.0,,,,,,,-1455899.0,,36229.0,-34734.0,,,,,,,,,,,,,,,,,36083.0,,-413.0,-413.0,,,,6829930.0,,,,,18506037.0,-1455899.0,0.0,,0.0,,,,,,-2581998.0,,-1422090.0,-1422090.0,-1420752.0,1338.0,,,0.0
2015-12-31,2016-02-29,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,17583800.0,,6949109.0,285679.0,285679.0,-1944717.0,,0.0,-1944717.0,,,3933.0,,-6544.0,,,0.0,,,,11385.0,-4.46,,,17298121.0,53.0,-3396399.0,-3037157.0,,,-3037157.0,,876.0,,40.0,6949109.0,,779.0,,,-987046.0,,-1452.0,6544.0,412.0,,9917.0,412.0,,0.0,0.0075,-3.05,150836.0,-3.23,-0.18,-0.0072,,,,-0.1285,,,17296411.0,17298121.0,,,-515377.0,,,,,64809.0,17583800.0,17518115.0,800000.0,,791.0,1421.0,,21.9,,,,-1944717.0,-3573400.0,,151301.0,-177001.0,,,,,0.0,,85689492.0,,,,,,,,,87399792.0,150836.0,,-3036366.0,,0.0,0.0,285679.0,,0.3952,,,,17518991.0,-2586354.0,0.0,,0.0,,,,,,,593348.0,,593348.0,594769.0,,,,
2016-03-31,2016-05-10,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,19620056.0,,,310705.0,310705.0,,,0.0,,,,2508.0,,-9404.0,,,0.0,,,,12417.0,2.61,,,18995099.0,,2112064.0,,,,769972.0,,980.0,,40.0,6997900.0,,1032.0,,,,,-1425.0,9404.0,157.0,,9404.0,157.0,,,,,,,,,,,,,,,,,,,824580.0,,,,,14925.0,19620056.0,19604151.0,800000.0,,,2135.0,,24.51,,,,25026.0,2086140.0,,35328.0,-25924.0,,,,,,,18985439.0,,,,,,,,,17300000.0,35171.0,,769972.0,,,314252.0,310705.0,,,,,,19605131.0,2086140.0,,,,,,,,,,,,1339957.0,1342092.0,,,,
2016-06-30,2016-08-09,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,23506956.0,,,1742212.0,1742212.0,,,0.0,,,,2504.0,,,,,0.0,,,,13328.0,4.85,,,21493664.0,,3911815.0,3885.0,,,3885.0,,1174.0,,40.0,,,,,,,,,13893.0,141.0,,13893.0,,,,,,,,,,,,,,,,,,,,4733875.0,,,,,15832.0,23506956.0,23489950.0,800000.0,,38.0,-1403.0,,29.36,,,,,3885993.0,,39715.0,-25822.0,,,,,,,,,,,,,,,,,39574.0,,3923.0,,,271080.0,1742212.0,,,,,,23491124.0,3885993.0,,,,,,,,,,3909295.0,,3909295.0,3907892.0,,,,
2016-09-30,2016-11-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,96576991.0,,,336005.0,,,,,,,,,,,,,0.0,2522.0,,1374.0,60953.0,0.8,,,90985622.0,4189.0,-3867543.0,4124462.0,,,4124462.0,,1206.0,,40.0,,,,,,,,,61937.0,826.0,,59415.0,,,1305.0,0.0077,0.85,169250.0,0.8,-0.05,-0.0049,,,,0.0272,,,96104663.0,96114237.0,0.9958,,-3266389.0,,5128615.0,,,60953.0,96576991.0,96514832.0,3200000.0,,1127.0,7132.0,,30.16,,,,,-3978566.0,,174265.0,-111023.0,,,,,,,,,,,,,,,,,169250.0,,4125589.0,,,125375.0,,,,,,,96516038.0,73024914.0,,,95036403.0,,,,18032923.0,,,-8000264.0,,-8000264.0,-7993132.0,,,,
2016-12-31,2017-03-01,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,27845076.0,,,0.0,,,,0.0,-285679.0,,174.0,,,-124396.0,,,0.0,4053.0,,252.0,19399.0,3.04,22253706.0,,23853157.0,8064.0,-9618417.0,-8535498.0,,,-8535498.0,,998.0,,40.0,,,8014.0,,252.0,,,-4107.0,128449.0,1940.0,,124396.0,1940.0,1940.0,2358.0,0.0077,3.18,335845.0,3.04,-0.14,-0.0048,-9618417.0,,,0.1388,,,23852335.0,23853157.0,,,-1599451.0,,,,,2899555.0,27845076.0,24944523.0,1000000.0,,2043.0,-888.0,,24.94,19782905.0,19782905.0,-20068584.0,-20068584.0,-9833459.0,,345849.0,-215042.0,,,,,,,200297832.0,77776414.0,,,,,95036403.0,,,189876854.0,335845.0,,-8533455.0,-8533455.0,3991493.0,,,,,,,,24945521.0,7426530.0,,,95036403.0,,,,77776414.0,,,-1084074.0,,-1084962.0,-1084962.0,,,,
2017-03-31,2017-05-09,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,28399100.0,,,0.0,,,,,,,,,,-36536.0,,,0.0,1939.0,,529.0,17227.0,3.44,29237680.0,,25879322.0,1945.0,3449571.0,938046.0,,,938046.0,,1135.0,,40.0,,,-2172.0,,277.0,,,174.0,38475.0,143.0,,36536.0,143.0,,734.0,0.0077,3.45,50340.0,3.44,-0.01,-0.002,,,,0.1379,,,28324604.0,28321821.0,0.9979,,915859.0,,2442499.0,,,17227.0,28399100.0,28380738.0,1000000.0,,-180.0,-3605.0,,28.38,,-2522916.0,,2522916.0,3436352.0,,52428.0,-13219.0,,,,,,,5992584.0,,,,8135407.0,,,,5692908.0,7990663.0,50340.0,,937866.0,,,76750.0,,,,,,,28381873.0,3436352.0,,,,,,,,,,2515310.0,,2515310.0,2511705.0,,,,
2017-06-30,2017-08-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,20576580.0,,,0.0,,,,,,,,,,,,,0.0,2491.0,,992.0,12464.0,-2.72,18777553.0,,18984562.0,532.0,-2908748.0,-196960.0,,,,,1026.0,,40.0,,,,,,,,,41952.0,155.0,-155.0,39461.0,,,994.0,0.0074,-2.72,43272.0,-2.72,0.0,-0.0002,,,,-0.0958,,,20575247.0,20575588.0,1.0022,,-1798035.0,,1591026.0,,,45539.0,20576580.0,20530015.0,800000.0,,-1018.0,3124.0,,25.66,,,,,-2909761.0,,43959.0,-1013.0,,,,,,,,,,,,,,,,,43272.0,,-197978.0,,,,,,,,,,20531041.0,-7850832.0,,,5755806.0,,,,10696877.0,,,-2713894.0,,,-2710770.0,,,,
2017-09-30,2017-11-09,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,20696231.0,,,0.0,,,,,,,,,,,,,0.0,3019.0,,790.0,13090.0,,18828806.0,,19953036.0,,-68681.0,,,,,,1024.0,,40.0,,,,,,,,,49925.0,26.0,,46906.0,,,696.0,0.0074,-0.08,39289.0,-0.07,0.01,0.0022,,,,-0.0027,,,20695132.0,20695441.0,1.0108,,-1866635.0,,742405.0,,,222565.0,20696231.0,20472642.0,800000.0,,-49.0,-32.0,,25.59,,,,,-57375.0,,39315.0,11306.0,,,,,,,,,,,,,,,,,,,-49.0,,,,,,,,,,20473666.0,-57375.0,,,,,,,,,,-68600.0,,,-68632.0,,,,
2017-12-31,2018-02-28,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,20998203.0,,,185775.0,,,,0.0,185775.0,,,,,-173984.0,,,12225.0,11496.0,1333.0,1333.0,12456.0,,20587664.0,,17981134.0,3864.0,981031.0,-661501.0,,,,,1049.0,,40.0,,,-6943.0,,1081.0,,,174.0,185480.0,479.0,,173984.0,479.0,479.0,2348.0,0.0076,1.3,171710.0,1.31,0.01,0.0005,981031.0,-0.02,,0.0524,,,20542446.0,20542295.0,0.9789,45369.0,,,2561161.0,,,12456.0,20998203.0,20984698.0,800000.0,,-1315.0,-973.0,,26.23,-7476214.0,-7476214.0,7661989.0,7661989.0,993524.0,,176053.0,12493.0,,,12225.0,,,,62845300.0,10696878.0,,12225.0,55807340.0,,5755805.0,,53246179.0,72880512.0,,,-662816.0,-662816.0,,268800.0,,,,,,,20985747.0,-3959774.0,,,5755805.0,,,,10696878.0,,,1644820.0,,1643847.0,1643847.0,,,,
2018-03-31,2018-05-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,19980560.0,,,0.0,,,,0.0,-185775.0,,,,,-69518.0,,,0.0,4119.0,,1406.0,12846.0,,18961323.0,,18930213.0,,-1054152.0,,,,,,998.0,,40.0,,,390.0,,73.0,,,,73637.0,116.0,,69518.0,116.0,116.0,640.0,0.0074,-1.32,38042.0,-1.27,0.05,0.0071,-1054152.0,,,-0.0484,,,19970266.0,19965954.0,0.9999,,-1004631.0,,1035741.0,,,12846.0,19980560.0,19966716.0,800000.0,,9.0,-4161.0,,24.96,,,-185775.0,-185775.0,-1018033.0,,38158.0,36119.0,,,,,,,18883200.0,,,,12803899.0,,,,14329319.0,17999487.0,,,9.0,9.0,,13200.0,,,,,,,19967714.0,-1018033.0,,,,,,,,,,-1050000.0,,-1054161.0,-1054161.0,,,,
2018-06-30,2018-08-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,19694978.0,,,0.0,,,,0.0,,,,,,,,,0.0,4827.0,,1720.0,12284.0,,18164227.0,,18981663.0,,-331079.0,,,,,,984.0,,40.0,,,,,,,,,83486.0,98.0,-98.0,78659.0,,,533.0,0.0074,-0.41,37862.0,-0.36,0.05,0.0091,-331079.0,,,-0.0144,,,19504139.0,19504858.0,0.991,,,1340631.0,523195.0,,,12284.0,19694978.0,19681710.0,800000.0,,-110.0,5031.0,,24.6,,,,,-285020.0,,37960.0,46059.0,0.0,,,,,,,,,,,,,,,,,,-110.0,-110.0,,188400.0,,,,,,,19682694.0,-285020.0,,,,,,,,,,-336000.0,,-330969.0,-330969.0,,,,
2018-09-30,2018-11-07,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,17826253.0,,,0.0,,,,0.0,,,,,,,,,0.0,4036.0,,1363.0,10538.0,,14053759.0,,16314093.0,6.0,-1924939.0,,,,,,891.0,,40.0,,,,,,,,,93144.0,1071.0,,89108.0,,,397.0,0.0076,-2.4,34504.0,-2.33,0.07,0.0126,-1924939.0,,,-0.0947,,,17318498.0,17314270.0,0.9719,,,3260511.0,1000177.0,,,10538.0,17826253.0,17814824.0,800000.0,,-112.0,-4947.0,,22.27,,,,,-1866979.0,,35581.0,57960.0,0.0,,,,,,,,,,,,,,,,,,-112.0,-112.0,,510620.0,,,,,,,17815715.0,-1866979.0,,,,,,,,,,-1919880.0,,-1924827.0,-1924827.0,,,,
2018-12-31,2019-02-28,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,13923000.0,,,0.0,,,-185775.0,0.0,-185775.0,,,,,-312928.0,,,,22443.0,5472.0,,8311.0,,14606238.0,,9995676.0,1567.0,,-3613896.0,,,,,922.0,,40.0,,,-4145.0,,4139.0,,,,337011.0,2348.0,,314568.0,,2348.0,2348.0,0.0076,-3.11,141167.0,-2.86,0.25,0.0103,-2877936.0,-0.32,,-0.1083,,,13824819.0,13825128.0,0.9997,781110.0,781110.0,,3829452.0,,,94394.0,13923000.0,13827684.0,600000.0,,-241.0,460.0,,23.05,-4387399.0,,4201624.0,,-2683659.0,,145082.0,194277.0,,,194323.0,0.3239,,,43690426.0,4279159.0,,194323.0,29744691.0,,,,28476400.0,51989031.0,,,-3614137.0,-3614137.0,,92400.0,,,,,,,13828606.0,-7157141.0,,,,,,,4279159.0,,,735741.0,,736201.0,736201.0,,,,
2019-03-31,2019-05-09,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,13436755.0,,,0.0,,,,0.0,,,,,,-49638.0,,,0.0,29532.0,1308.0,,8518.0,,13637532.0,,12913780.0,3.0,,,,,,,895.0,,40.0,,,207.0,,-4164.0,,,,80110.0,188.0,,50578.0,,188.0,2359.0,0.0069,-0.76,25607.0,-0.67,0.09,0.0166,-457040.0,,,-0.0291,,,13313153.0,13314202.0,0.9915,323330.0,,,400422.0,,,8518.0,13436755.0,13427342.0,600000.0,,,740.0,,22.38,-86083.0,,86083.0,,-400369.0,,25798.0,56671.0,0.0,,,,,,14867725.0,,,,11973822.0,,,,15402851.0,12000000.0,,,,,,121245.0,,,,,,,13428237.0,-400369.0,,,,,,,,,,-457780.0,,-457040.0,-457040.0,,,,
2019-06-30,2019-08-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,13456326.0,,,0.0,,,,0.0,,,,,,,,,0.0,3867.0,1512.0,,8012.0,,13378087.0,,12939628.0,1001.0,,323349.0,,,,,896.0,,40.0,,,,,,,,,79623.0,416.0,,75756.0,,,310.0,0.0078,-0.06,24586.0,0.03,0.09,0.0165,-33853.0,,,0.0013,,,13410980.0,13412674.0,0.9973,,-34587.0,,473046.0,,,8012.0,13456326.0,13447418.0,600000.0,,70.0,645.0,,22.41,,,,,20077.0,,26003.0,53930.0,0.0,,,,,,,,,,,,,,,,,,323419.0,323419.0,,42140.0,,,,,,,13448314.0,20077.0,,,,,,,,,,-357917.0,,-357272.0,-357272.0,,,,
2019-09-30,2019-11-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,15448370.0,,,0.0,,,,0.0,,,,,,,,,0.0,8838.0,1763.0,,9655.0,,15780894.0,,14085512.0,3.0,,,,,,,991.0,,40.0,,,,,,,,,80723.0,254.0,,71885.0,,,776.0,0.0074,2.28,28192.0,2.37,0.09,0.0141,1369046.0,,,0.1058,,,14444786.0,14446946.0,0.9715,,1333948.0,,361434.0,,,577960.0,15448370.0,14869419.0,600000.0,,45.0,466.0,,24.78,,,,,1422096.0,,28449.0,53050.0,0.0,,,,,,,,,,,,,,,,,,45.0,45.0,,,,,,,,,14870410.0,1422096.0,,,,,,,,,,1368535.0,,1369001.0,1369001.0,,,,
2019-12-31,2020-02-28,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,15471832.0,,,49590.0,,,49590.0,0.0,49590.0,,6.0,,,-253675.0,,,0.0,49044.0,3148.0,,9138.0,,17423550.0,,10984118.0,1008.0,,340449.0,,,,,1026.0,,40.0,2995500.0,,827.0,,-2324.0,,,-6.0,305115.0,1417.0,,256071.0,,1417.0,4325.0,0.0074,2.61,107025.0,2.94,0.33,0.014,1565859.0,-0.33,-0.33,0.1281,,0.0152,15417394.0,15419088.0,1.0016,,2004462.0,,4434970.0,,,77538.0,15471832.0,15393268.0,600000.0,,673.0,1385.0,,25.66,-286244.0,,335834.0,,1765849.0,,109450.0,199990.0,,,200161.0,0.3336,,,42776519.0,,,200161.0,,,,,,42043811.0,,,341122.0,341122.0,,,,,,,,,15394294.0,1565688.0,,,,,,,,,,1223352.0,,1224737.0,1224737.0,,,,
2020-03-31,2020-05-08,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,12152634.0,,,0.0,,,-49590.0,0.0,-49590.0,,,,,-35938.0,,,0.0,17587.0,4257.0,,7533.0,,10838004.0,,7999177.0,6.0,,,,,,,810.0,,40.0,,,-1605.0,,1109.0,,,6.0,53764.0,377.0,,36177.0,,377.0,2325.0,0.007,-5.47,27187.0,-5.42,0.05,0.0079,-3277712.0,,,-0.2112,,,12109560.0,12127857.0,0.9986,,-1289853.0,1289853.0,4128680.0,,,7533.0,12152634.0,12144291.0,600000.0,,,16603.0,,20.24,,,-49590.0,,-3249193.0,,27570.0,28519.0,0.0,,,,,,7962517.0,,,,,,,,,11000000.0,,,,,,20520.0,,,,,,,12145101.0,-3249193.0,,,,,,,,,,-3294315.0,,-3277712.0,-3277712.0,,,,
2020-06-30,2020-08-07,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,16089200.0,,,0.0,,,,0.0,,,,,,,,,0.0,2301.0,600.0,,8450.0,,18843378.0,,7998028.0,992.0,,-573066.0,,,,,1072.0,,40.0,,,,,,,,,22209.0,260.0,,19908.0,,,2795.0,0.0071,6.56,26610.0,6.56,0.0,-0.0008,3938507.0,,,0.3241,,,15603607.0,15603570.0,0.9703,,3239808.0,,7605542.0,,,8450.0,16089200.0,16079678.0,600000.0,,246.0,-18334.0,,26.8,,,,,3935649.0,,27862.0,-2858.0,0.0,,,,,,,,,,,,,,,,,,-572820.0,-572820.0,,485030.0,,,,,,,16080750.0,3935649.0,,,,,,,,,,4529661.0,,4511327.0,4511327.0,,,,
2020-09-30,2020-11-06,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,27747607.0,,,0.0,,,,0.0,,,,,,,,,0.0,748.0,129.0,,16290.0,,33805957.0,,14997595.0,150.0,,,,,,,1334.0,,40.0,,,,,,,,,3968.0,246.0,,3220.0,,,5557.0,0.0067,6.6,45928.0,6.55,-0.05,-0.006,2819083.0,,,0.2444,,,27747164.0,27747478.0,1.0398,,6058479.0,,12749883.0,38771366.0,748.0,1062540.0,27747607.0,26683733.0,800000.0,,61.0,351.0,,33.35,,,,,2782284.0,,46324.0,-36799.0,0.0,,,,,-33627025.0,,,,,,,,,,,,,61.0,61.0,,,,,,,,,26685067.0,10604317.0,,,7822033.0,,,,,,,2818671.0,,2819022.0,2819022.0,,,,
2020-12-31,2021-02-26,10-K,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,26189835.0,,,351645.0,,,302055.0,0.0,,,,,,-62080.0,,,0.0,21085.0,224.0,,14645.0,,33360860.0,,11998090.0,1230.0,,726024.0,,,,,1487.0,,40.0,,,5507.0,,-2924.0,,,6.0,83514.0,1167.0,,62429.0,,1167.0,13561.0,0.0069,11.59,148000.0,11.51,-0.08,-0.0027,6243861.0,,,0.4486,,,25837446.0,25837966.0,0.9931,,7522894.0,,13839876.0,85861938.0,21085.0,172245.0,26189835.0,26016103.0,700000.0,,579.0,-1174.0,,37.17,4432757.0,,-4130702.0,,6190539.0,,150397.0,-53322.0,,,,,,-76457032.0,42951997.0,3389276.0,,,,,7822033.0,,,41999510.0,,,726603.0,726603.0,,,,,,,,,26017590.0,10623296.0,,,7822033.0,,,,3389276.0,,,5518432.0,,5517258.0,5517258.0,,,,
2021-03-31,2021-05-07,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,27519961.0,,,0.0,,,-351645.0,0.0,,,,,,-2596.0,,,0.0,1093.0,375.0,,17527.0,,32420360.0,,13999087.0,82.0,,,,,,,1375.0,,40.0,,,2882.0,,151.0,,,,3689.0,313.0,,2596.0,,313.0,2979.0,0.0071,-2.73,52128.0,-2.79,-0.06,-0.0066,-2177829.0,,,-0.0751,,,27074775.0,27075211.0,0.9845,,5345149.0,,13076124.0,,,17527.0,27519961.0,27501059.0,800000.0,,,-84.0,,34.38,3708528.0,,-4060173.0,,-2223684.0,,52523.0,-45855.0,0.0,,,,,,6998485.0,,,,,,3708528.0,,,5000000.0,,,,,,444375.0,,,,,,,27502434.0,1484844.0,,,3708528.0,,,,,,,-2177745.0,,-2177829.0,-2177829.0,,,,
2021-06-30,2021-08-06,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,25596286.0,,,0.0,,,,0.0,,,,,,,,,0.0,996.0,285.0,,16319.0,,24435262.0,,12998469.0,2553.0,,8190337.0,,,,,1462.0,,40.0,,,,,,,,,2066.0,157.0,,1070.0,,,251.0,0.0079,2.23,51808.0,2.16,-0.07,-0.0075,1969129.0,,,0.0628,,,25310885.0,25310326.0,0.9895,,-875064.0,,12311857.0,,,16319.0,25596286.0,25578505.0,700000.0,,,-995.0,,36.54,,,,,1916928.0,,54518.0,-52201.0,0.0,,,,,,,,,,,,,,,,,,8190337.0,8190337.0,,285675.0,,,,,,,25579967.0,-1922467.0,,,,,,,3839395.0,,,-6220213.0,,-6221208.0,-6221208.0,,,,
2021-09-30,2021-11-05,10-Q,INVESCO DB SILVER FUND,DBS,CIK0001383054,USD,,,,,21463910.0,,,0.0,,,,0.0,,,,,,,,,0.0,723.0,222.0,,14013.0,,15954449.0,,11999338.0,,,,,,,,1226.0,,40.0,,,,,,,,,1708.0,179.0,,985.0,,,0.0,0.0075,-5.84,45017.0,-5.9,-0.06,-0.0072,-4086582.0,,,-0.1615,,,20916654.0,20916713.0,0.9751,,-4962264.0,,8917375.0,,,14013.0,21463910.0,21448671.0,700000.0,,,618.0,,30.64,,,,,-4130070.0,,45196.0,-43488.0,0.0,,,,,,,,,,,,,,,,,,,,,546975.0,,,,,,,21449897.0,-4130070.0,,,,,,,,,,-4087200.0,,-4086582.0,-4086582.0,,,,
