end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccrualForTaxesOtherThanIncomeTaxesCurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdditionsToNoncurrentAssets,AllowanceForDoubtfulAccountsReceivableCurrent,Assets,AssetsCurrent,BuildingsAndImprovementsGross,CapitalExpendituresIncurredButNotYetPaid,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashDividends,CashEquivalentsAtCarryingValue,CertificatesOfDepositAtCarryingValue,ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValueOutstanding,ContractWithCustomerLiabilityRevenueRecognized,CostOfGoodsSold,CostOfRevenue,CurrentStateAndLocalTaxExpenseBenefit,CustomerAdvancesAndDepositsCurrent,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsInventory,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOther,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesNoncurrent,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DefinedContributionPlanEmployerDiscretionaryContributionAmount,Depreciation,DepreciationAndAmortization,Dividends,DividendsCash,DividendsCommonStock,DividendsCommonStockCash,DividendsPayableAmountPerShare,DividendsPayableCurrent,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationDeductionsOther,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeRelatedLiabilitiesCurrent,FederalIncomeTaxExpenseBenefitContinuingOperations,GainLossOnDispositionOfAssets,GainLossOnDispositionOfProperty,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,IncomeLossFromContinuingOperationsPerBasicShare,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxReconciliationChangeInEnactedTaxRate,IncomeTaxReconciliationDeductionsOther,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInCustomerAdvancesAndDeposits,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherOperatingAssets,InterestAndOtherIncome,InventoryFinishedGoods,InventoryGross,InventoryNet,InventoryRawMaterials,InventoryValuationReserves,InventoryWorkInProcess,InvestmentIncomeInterest,Land,LandAndLandImprovements,LandImprovements,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilityForUncertainTaxPositionsCurrent,MachineryAndEquipmentGross,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,OperatingIncomeLoss,OperatingLeasesRentExpenseNet,OtherAccruedLiabilitiesCurrent,OtherAssets,OtherAssetsCurrent,OtherEmployeeRelatedLiabilitiesCurrent,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,PaymentsOfDividendsCommonStock,PaymentsToAcquireHeldToMaturitySecurities,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidTaxes,ProceedsFromIncomeTaxRefunds,ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,PropertyPlantAndEquipmentOther,PropertyPlantAndEquipmentOtherNet,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerIncludingAssessedTax,RevenueRemainingPerformanceObligation,Revenues,SalesRevenueNet,SellingExpense,SellingGeneralAndAdministrativeExpense,StockholdersEquity,TreasuryStockShares,TreasuryStockValue,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2018-03-31,2018-05-04,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1647297.0,6754505.0,,,427686.0,31943387.0,,447134.0,,,32606817.0,20149957.0,8039831.0,1427.0,898643.0,-253926.0,,,7561000.0,,0.51,,,,,1138096.0,,7668636.0,7668636.0,,74053.0,-14000.0,,,,,,,,,723084.0,,,326520.0,,-492727.0,,,,,,,,,,,,659681.0,,-300.0,,2343005.0,911788.0,0.73,,204000.0,,,,,,,,908830.0,-1427855.0,-238722.0,-14635.0,-68578.0,-67446.0,102899.0,27080.0,1749437.0,5157678.0,4596678.0,1756392.0,-561000.0,1651849.0,,923587.0,,611847.0,3531801.0,32606817.0,2808717.0,,34824982.0,-492727.0,24300.0,214501.0,707788.0,878287.0,,,8798774.0,339131.0,,,33501.0,492727.0,1245000.0,225000.0,226427.0,,,,0.0,,,1494000.0,300.0,,44400247.0,12456860.0,,,31411884.0,10011641.0,,,10011641.0,10011641.0,,1464718.0,29075016.0,,3922098.0,,966132.0,
2018-06-30,2018-08-09,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1516822.0,6907426.0,,,632485.0,32041193.0,,447134.0,,140000.0,33577469.0,21038335.0,8039831.0,,1287212.0,,,,7063000.0,,0.21,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,7504350.0,,221570.0,,,,,,,,,,710084.0,,,327017.0,,-202888.0,,,,,,,,,,,,921288.0,,,,2288434.0,914092.0,0.73,,211000.0,,,,,,,,,,,,,,,26639.0,2103683.0,6041221.0,5450221.0,2377560.0,-591000.0,1559978.0,,,1535434.0,,4002249.0,33577469.0,3292165.0,,35005062.0,,,,703092.0,876465.0,,,8680688.0,330476.0,,,37627.0,,,,409291.0,0.0,500000.0,0.0,0.0,0.0,,,,,44580327.0,12539134.0,,,31912088.0,9792784.0,,,9792784.0,,,1411969.0,29575220.0,171964.0,3922098.0,,966132.0,
2018-09-30,2018-11-06,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1204908.0,6502374.0,,,440352.0,31939664.0,,447134.0,,140000.0,33429663.0,20203438.0,8039831.0,,1084363.0,,,,6814000.0,,0.21,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,7221815.0,,373848.0,,,,,,,,,,855084.0,,,319645.0,,-202888.0,,,,,,,,,,,,895390.0,,,,1634234.0,363749.0,0.3,,76000.0,,,,,,,,,,,,,,,30899.0,1784701.0,5844333.0,5254333.0,2231154.0,-590000.0,1828478.0,,,1616041.0,,3769582.0,33429663.0,2914498.0,,35510017.0,,,,287749.0,325350.0,,,8446731.0,399682.0,,,38399.0,,,,1006736.0,0.0,500000.0,0.0,0.0,148686.0,,,,,45165889.0,13226225.0,,,31996949.0,8856049.0,,,8856049.0,,,1308884.0,29660081.0,171964.0,3922098.0,,966132.0,
2018-12-31,2019-03-20,10-K,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1060231.0,5529307.0,91527.0,,475973.0,32235778.0,447134.0,447134.0,,140000.0,33246625.0,19988479.0,8292749.0,24843.0,706873.0,-445696.0,,,7063000.0,,1.14,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,29268490.0,20000.0,328154.0,184000.0,164220.0,921084.0,,-384.0,74177.0,,31500.0,0.0,921084.0,-1190597.0,278000.0,1308448.0,,-1101391.0,,,,,,0.217,0.21,0.0,0.001,,0.006,701434.0,351000.0,-13086.0,,7905759.0,2556185.0,2.07,,555000.0,,437574.0,0.0,2000.0,537000.0,,16000.0,298348.0,-202657.0,15379.0,27118.0,-1572291.0,-19159.0,-146878.0,,2001496.0,6679391.0,6100391.0,2798918.0,-579000.0,1878977.0,120141.0,,1632299.0,,3486876.0,33246625.0,2565792.0,0.0,34196661.0,-1101391.0,-1224712.0,1880407.0,2001185.0,2402648.0,26000.0,106703.0,,438222.0,277743.0,33396.0,153537.0,1101391.0,4980000.0,1998347.0,,0.0,500000.0,0.0,0.0,150686.0,,5727000.0,26635.0,,45493924.0,13258146.0,1372215.0,13258146.0,32096617.0,37174249.0,37174249.0,,37174249.0,,,5503111.0,29759749.0,171964.0,3922098.0,0.0,,966132.0
2019-03-31,2019-05-08,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1113627.0,5954474.0,,,239872.0,32209494.0,,447134.0,,140000.0,32807789.0,18979900.0,8246331.0,0.0,606213.0,-100660.0,,,5080000.0,,0.52,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,6959915.0,,282114.0,24000.0,,,,,,,,,945084.0,,,336389.0,,502389.0,,,,,,,,,,,,682890.0,,-5000.0,,1661763.0,367842.0,0.3,,81000.0,,,,,,,,53396.0,-425167.0,-46040.0,-18544.0,-732068.0,-236101.0,82154.0,,2033395.0,7409459.0,6832459.0,3086524.0,-577000.0,2289540.0,,,1636749.0,,3263587.0,32807789.0,2318503.0,,36154303.0,-502389.0,1081868.0,-680139.0,286842.0,319067.0,,,,392568.0,,,48775.0,502389.0,1594000.0,906132.0,,0.0,500000.0,0.0,0.0,114186.0,,3577000.0,5000.0,,46037383.0,13827889.0,,,31881070.0,8621678.0,,,8621678.0,,,1342696.0,29544202.0,171964.0,3922098.0,,966132.0,
2019-06-30,2019-08-08,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,803921.0,5787355.0,,,280605.0,32550682.0,,447134.0,,140000.0,32757554.0,18889046.0,8327006.0,,908075.0,,,,5578000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,219700.0,,7327481.0,,150079.0,,,,,,,,,,999084.0,,,,,212549.0,,,,,,,,,,,,962653.0,,,,1547970.0,290559.0,0.24,,61000.0,,,,,,,,,,,,,,,,2097604.0,6673823.0,6098823.0,2702486.0,-575000.0,1873733.0,,,1636749.0,,3196342.0,32757554.0,2197258.0,,36455435.0,,,,229559.0,241305.0,,,,399607.0,,,49254.0,,,,,0.0,500000.0,0.0,0.0,117186.0,,,,,46419190.0,13868508.0,,,31898080.0,8875451.0,,118300.0,8875451.0,,,1306665.0,29561212.0,171964.0,3922098.0,,966132.0,
2019-09-30,2019-11-08,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,987976.0,5614022.0,,,304232.0,32536011.0,447134.0,,,140000.0,33076330.0,19285398.0,8327006.0,,1209524.0,,,,6076000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,118300.0,,6539138.0,,202625.0,,,,,,,,,,1055084.0,,,,,212549.0,,,,,,,,,,,,861953.0,,,,1649767.0,414797.0,0.32,,99000.0,,,,,,,,,,,,,,,,2181861.0,6033333.0,5476333.0,2342744.0,-557000.0,1508728.0,,,1636749.0,,3411870.0,33076330.0,2356786.0,,36363188.0,,,,315797.0,367618.0,,,,835333.0,,,47179.0,,,,,0.0,500000.0,0.0,0.0,74186.0,,,,,46326943.0,13790932.0,,,32001328.0,8188905.0,,,8188905.0,,,1282149.0,29664460.0,171964.0,3922098.0,,966132.0,
2019-12-31,2020-03-20,10-K,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,490580.0,4609314.0,83475.0,,349069.0,32703246.0,447134.0,447134.0,,140000.0,31723376.0,18049323.0,8331804.0,0.0,1429454.0,722581.0,,,6574000.0,,1.18,1.0,4000000.0,1138096.0,966132.0,1138096.0,327454.0,,27128472.0,10000.0,152644.0,22000.0,122629.0,943084.0,,350.0,74385.0,,31500.0,0.0,943084.0,1171948.0,175000.0,1382235.0,,1140036.0,,,,0.22,212549.0,0.212,0.21,,-0.01,,0.012,629972.0,113000.0,-228.0,,5744530.0,683314.0,0.56,,145000.0,,30500.0,,6000.0,143000.0,,8000.0,-569651.0,919993.0,-175510.0,-71462.0,1149214.0,-126904.0,103530.0,,1869800.0,5408177.0,4951177.0,2337278.0,457000.0,1201099.0,144730.0,,1636749.0,,2565349.0,31723376.0,1622265.0,0.0,35037010.0,-1140036.0,-1308914.0,3171531.0,538314.0,491584.0,39000.0,90594.0,,427192.0,175000.0,47000.0,191730.0,1140036.0,6823000.0,1802914.0,,0.0,500000.0,0.0,0.0,58186.0,,7312000.0,5000.0,,46377299.0,13674053.0,1371736.0,13674053.0,31494895.0,32873002.0,,,32873002.0,,,5252946.0,29158027.0,171964.0,3922098.0,0.0,,966132.0
2020-03-31,2020-05-08,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,929638.0,5503683.0,,,233406.0,33040602.0,447134.0,,,155000.0,31806560.0,18301866.0,8331804.0,1330.0,1058199.0,-371255.0,,,6076000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,6266028.0,,108306.0,-24000.0,,,,,,,,,919084.0,,,337356.0,,212549.0,,,,,,,,,,,,614080.0,,0.0,,1310427.0,71568.0,0.06,,15000.0,,,,,,,,437728.0,-894369.0,-44338.0,-15892.0,-227204.0,-115663.0,-225.0,,2008599.0,5665381.0,5178381.0,2315729.0,-487000.0,1341053.0,,,1636749.0,,2804514.0,31806560.0,1885430.0,,36576743.0,-212549.0,331333.0,-490039.0,56568.0,25093.0,,,,465417.0,,,46475.0,212549.0,1743000.0,166667.0,,0.0,500000.0,0.0,0.0,20186.0,,2241000.0,0.0,,46545296.0,13504694.0,,,31338914.0,7576455.0,,,7576455.0,,,1285334.0,29002046.0,171964.0,3922098.0,,966132.0,966132.0
2020-06-30,2020-08-07,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,345179.0,3557637.0,,,222205.0,33379382.0,447134.0,,,160000.0,30416520.0,17163252.0,8341461.0,,1258864.0,,,,6823000.0,,0.1,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,4033370.0,,79621.0,,,,,,,,,,894084.0,,,,,96612.0,,,,,,,,,,,,749513.0,,,,70150.0,-1100516.0,-0.81,,-321000.0,,,,,,,,,,,,,,,,1865269.0,5272786.0,4745786.0,2315730.0,527000.0,1091787.0,,,1636749.0,,2290602.0,30416520.0,1396518.0,,36654440.0,,,,-779516.0,-1144273.0,,,,461779.0,,,43757.0,,,,,0.0,500000.0,0.0,0.0,316186.0,,,,,46632650.0,13253268.0,,,30462786.0,4103520.0,,,4103520.0,,,1214423.0,28125918.0,171964.0,3922098.0,,966132.0,966132.0
2020-09-30,2020-11-06,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,898714.0,5346916.0,,,264424.0,33628740.0,447134.0,,,160000.0,31435087.0,18400293.0,8341461.0,,997831.0,,,,6476000.0,,0.1,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,6004766.0,,117293.0,,,,,,,,,,871084.0,,,,,96614.0,,,,,,,,,,,,945133.0,,,,1640493.0,414135.0,0.32,,105000.0,,,,,,,,,,,,,,,,1913253.0,5480806.0,4944806.0,2067234.0,536000.0,1500319.0,,,1636749.0,,3096648.0,31435087.0,2225564.0,,36685324.0,,,,309135.0,381498.0,,,,446554.0,,,32637.0,,,,,0.0,500000.0,0.0,0.0,188186.0,,,,,46663534.0,13034794.0,,,30675307.0,7645259.0,,,7645259.0,,,1258995.0,28338439.0,171964.0,3922098.0,,966132.0,966132.0
2020-12-31,2021-03-19,10-K,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,466424.0,5163450.0,84570.0,0.0,322968.0,33260153.0,447134.0,447134.0,,170000.0,31238071.0,18087187.0,8534317.0,,2567731.0,1138277.0,,,4733000.0,,0.52,1.0,4000000.0,1138096.0,966132.0,1138096.0,151944.0,,22675451.0,0.0,249498.0,68000.0,175739.0,1011084.0,,-56.0,70787.0,,38250.0,0.0,1011084.0,1295804.0,120000.0,1347305.0,,502388.0,,,,0.22,212549.0,0.229,0.21,,,0.019,0.0,482008.0,-53000.0,0.0,,4915202.0,65450.0,0.05,,15000.0,,,,,14000.0,1000.0,0.0,-24156.0,-554136.0,96854.0,-147964.0,-202117.0,-26101.0,15666.0,,2096717.0,5753294.0,5153294.0,2245709.0,600000.0,1410868.0,94956.0,,1636749.0,,2531982.0,31238071.0,1520898.0,0.0,35194944.0,-502388.0,1016864.0,623801.0,50450.0,-83014.0,23000.0,118398.0,,383772.0,120000.0,53508.0,148464.0,502388.0,4733000.0,824136.0,,0.0,500000.0,0.0,0.0,85940.0,25246.0,6574000.0,0.0,,46411037.0,13150884.0,1045027.0,13150884.0,31042957.0,27590653.0,,,27590653.0,,,4998216.0,28706089.0,171964.0,3922098.0,0.0,,966132.0
2021-03-31,2021-05-07,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1135304.0,6869891.0,,194560.0,317568.0,33509910.0,447134.0,,,170000.0,32553529.0,19632428.0,8449768.0,0.0,3075766.0,508035.0,,,2990000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,235210.0,,7270512.0,,205774.0,-31000.0,,,,,,,,,980084.0,,,330165.0,,212549.0,,,,,,,,,,,,686571.0,,16081.0,,2034437.0,690128.0,0.56,,150000.0,,,,,,,,668880.0,-1706441.0,-43724.0,204563.0,-1158666.0,189160.0,84901.0,,2095279.0,6910960.0,6311960.0,2734512.0,599000.0,2081169.0,,,1636749.0,,3519861.0,32553529.0,2539777.0,,36344494.0,-212549.0,1626537.0,-905953.0,540128.0,672236.0,,,,384811.0,,,17892.0,212549.0,0.0,116463.0,,0.0,500000.0,0.0,0.0,0.0,,1743000.0,,,46431011.0,12921101.0,,,31370536.0,9304949.0,,120879.0,9304949.0,,,1362201.0,29033668.0,171964.0,3922098.0,,,966132.0
2021-06-30,2021-08-11,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1042507.0,5909978.0,,,342603.0,33840234.0,447134.0,,,170000.0,32421575.0,19602048.0,8449768.0,,4236284.0,,,,1994000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,,,6687313.0,,80253.0,,,,,,,,,,939084.0,,,,,212549.0,,,,,,,,,,,,876502.0,,,,1677077.0,406507.0,0.33,,87000.0,,,,,,,,,,,,,,,,2106209.0,7681669.0,7056669.0,3390080.0,625000.0,2185380.0,,,1636749.0,,3280949.0,32421575.0,2341865.0,,36573244.0,,,,319507.0,392329.0,,,,377677.0,,,14178.0,,,,,0.0,500000.0,0.0,0.0,27440.0,,,,,46659761.0,12819527.0,,,31477494.0,8364390.0,,36301.0,8364390.0,,,1284748.0,29140626.0,,3922098.0,,,966132.0
2021-09-30,2021-11-09,10-Q,CHICAGO RIVET & MACHINE CO,CVR,CIK0000019871,USD,1176565.0,6074743.0,,,357321.0,34141898.0,447134.0,,,170000.0,32632049.0,19913897.0,8456983.0,,2875282.0,,,,2741000.0,,0.22,1.0,4000000.0,1138096.0,966132.0,1138096.0,36301.0,,7069700.0,,208539.0,,,,,,,,,,917084.0,,,,,212549.0,,,,,,,,,,,,871804.0,,,,1486031.0,207659.0,0.18,,35000.0,,,,,,,,,,,,,,,,2239890.0,8353270.0,7745270.0,3922808.0,608000.0,2190572.0,,,1778819.0,,3531313.0,32632049.0,2614229.0,,36624248.0,,,,172659.0,195985.0,,,,457162.0,,,11674.0,,,,,0.0,500000.0,0.0,0.0,20440.0,,,,,46860050.0,12718152.0,,,31437604.0,8555731.0,,,8555731.0,,,1290046.0,29100736.0,,3922098.0,,,966132.0
