end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedProfessionalFeesCurrent,AccruedProfessionalFeesCurrentAndNoncurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AllocatedShareBasedCompensationExpense,AmortizationOfDebtDiscountPremium,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConversionOfStockAmountIssued1,ConversionOfStockSharesIssued1,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,ConvertiblePreferredDividendsNetOfTax,CurrentIncomeTaxExpenseBenefit,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentDecreaseForgiveness,DebtInstrumentIncreaseDecreaseOtherNet,DebtInstrumentInterestRateStatedPercentage,DeferredIncomeTaxExpenseBenefit,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsGross,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,DeferredTaxAssetsValuationAllowance,DerivativeGainLossOnDerivativeNet,DerivativeLiabilitiesCurrent,DerivativeLiabilitiesNoncurrent,DilutiveSecurities,DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,Dividends,DividendsPayableCurrent,DividendsPayableCurrentAndNoncurrent,DividendsPreferredStock,DividendsPreferredStockCash,DividendsPreferredStockStock,DueFromRelatedPartiesCurrent,DueFromRelatedPartiesNoncurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,EmployeeRelatedLiabilitiesCurrent,EmployeeRelatedLiabilitiesCurrentAndNoncurrent,ExtraordinaryItemGainOrLossNetOfTaxAttributableToNoncontrollingInterest,GainLossOnDispositionOfIntangibleAssets,GainLossOnInvestments,GainLossOnSaleOfOtherAssets,GainLossOnSalesOfLoansNet,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,ImpairmentOfIntangibleAssetsExcludingGoodwill,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsPerBasicShare,IncomeLossFromContinuingOperationsPerDilutedShare,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesPayableRelatedParties,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,IntangibleAssetsCurrent,InterestExpense,InterestExpenseDebt,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaidCapitalized,InterestPayableCurrent,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LoansPayable,LoansPayableCurrent,MarketableSecuritiesUnrealizedGainLoss,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NotesPayable,NotesPayableCurrent,OperatingExpenses,OperatingIncomeLoss,OtherAccruedLiabilitiesCurrentAndNoncurrent,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,OtherExpenses,OtherLoansPayable,OtherNotesPayable,OtherOperatingIncome,OtherThanTemporaryImpairmentLossesInvestmentsAvailableforsaleSecurities,PaymentsToAcquireIntangibleAssets,PaymentsToAcquireOtherProductiveAssets,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PrepaidExpenseAndOtherAssetsCurrent,ProceedsFromIssuanceOfLongTermDebt,ProceedsFromLoans,ProceedsFromNotesPayable,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfIntangibleAssets,ProceedsFromStockOptionsExercised,ProfitLoss,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfConvertibleDebt,RepaymentsOfNotesPayable,RepaymentsOfRelatedPartyDebt,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,ShareBasedCompensation,SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueVested,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,TreasuryStockAcquiredAverageCostPerShare,TreasuryStockShares,TreasuryStockValue,UnrealizedGainLossOnInvestments,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,DebtConversionConvertedInstrumentRate,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare
2014-12-31,2015-02-23,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,340361.0,450000.0,,,2028096.0,,,-534000.0,9251449.0,,7674.0,,4114577.0,4114577.0,273716.0,273716.0,,,,273224.0,0.001,200000000.0,147518443.0,143090083.0,147519.0,1878645.0,,,,184648.0,,1965700.0,,,,,1965700.0,1931056.0,,3039832.0,863300.0,863300.0,6300000.0,,2176532.0,528230.0,,165072.0,16365000.0,,,,,,17845.0,,,,,,,,,,,,,2394800.0,-4104431.0,,,,973374.0,140286.0,,,4378345.0,0.02,0.01,1965700.0,,-57936.0,-450000.0,,13577.0,,,,,,-12099.0,,,-30944.0,,,48173.0,,,3391058.0,4114577.0,3391058.0,,10000.0,-534000.0,-153601.0,640000.0,-213175.0,2412645.0,,,,-833088.0,833088.0,,,3545257.0,,24774.0,,,-10000.0,,,,,61561.0,,,,,,,-12040.0,650000.0,,,,-134052.0,-134052.0,,,-8539946.0,,,723519.0,,,,,,4428360.0,,,,168999745.0,,152634745.0,,,
2015-03-31,2015-05-20,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,368116.0,,,,1717383.0,,,-1500000.0,9780012.0,,,,3725338.0,3725338.0,2123382.0,2123382.0,,,,,0.001,200000000.0,157030746.0,152602386.0,157033.0,329347.0,,,,,,,,,,,,1779045.0,600000.0,3184766.0,,,3000000.0,,3184766.0,,,,8850000.0,,,,,,17458.0,,,,,,,,,,,,,1277889.0,-2500000.0,,,,,266531.0,,,2158647.0,0.01,0.01,863300.0,,,,,,,,,,,,,,-9057.0,,,,,,,3725338.0,2492493.0,,10000.0,-966000.0,,,,1295347.0,,,,332296.0,-332296.0,,,2490943.0,,12387.0,,,,,,,,101956.0,,,,,,,,,,,,,,,33400.0,-7244599.0,32365.0,,1232845.0,,,,,,4428360.0,,,,162307176.0,,153457176.0,,,
2015-06-30,2015-08-14,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,379420.0,,,,1295556.0,,,-1437500.0,9805423.0,,,,3079959.0,3079959.0,1431251.0,1431251.0,,,,,0.001,200000000.0,157911410.0,153483050.0,157914.0,-394409.0,,,,,,,,,,,,1412233.0,,2214279.0,,,2829000.0,,2214279.0,,,,8850000.0,,,304197.0,,,17652.0,,,,,,,,,,,,,-474561.0,,,,,,438502.0,,,-456909.0,0.0,0.0,,,,,,,,,,,,,,,-18407.0,,,,,,,3079959.0,2259173.0,,10000.0,62500.0,,,,-456909.0,,,,438502.0,-438502.0,,,-18407.0,,,,,,,,,,86208.0,,,,,,,,,,,,,,,,-7701508.0,,,820786.0,,,,,,4428360.0,,,,153483049.0,,153483049.0,,,
2015-09-30,2016-01-13,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,360228.0,,484635.0,,484635.0,,177090.0,,10109620.0,32365.0,7675.0,,1480613.0,1480613.0,1061377.0,1061377.0,,,,1060885.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,,,960000.0,,,,,,,,,2829000.0,2574628.0,,4237094.0,0.0,,4200000.0,1080000.0,-4237094.0,528230.0,,,8850000.0,,,322042.0,,-70800.0,70800.0,,,,,,-0.34,,,,-0.06,801751.0,784251.0,171799.0,-6604431.0,-27000000.0,6600000.0,2700000.0,973374.0,1144431.0,,300000.0,3071599.0,0.0,0.0,2829000.0,,-380251.0,,,-21882.0,-379138.0,368322.0,,,,-69774.0,,,-62779.0,,,107830.0,,,,2886454.0,1926614.0,,10000.0,,-532430.0,3590000.0,-1996685.0,242599.0,,,,1215197.0,-241823.0,,,3313422.0,,,973374.0,,-10000.0,,,,,119236.0,,,,,,,-229147.0,3600000.0,1500.0,,,,,,38401.0,-10709992.0,32365.0,,-446001.0,-446001.0,,,2.0,,4428360.0,,,,162114351.0,,153262851.0,,,
2015-12-31,2016-02-16,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,346436.0,,,,1340938.0,,,-141250.0,9837631.0,,,,1099343.0,,794845.0,794845.0,,,,-266532.0,0.001,200000000.0,157911410.0,153483050.0,157911.0,-505425.0,,,,,,1965700.0,,,,,,1489225.0,,3061475.0,,,3700000.0,,3061475.0,,,,,,,339887.0,,,-17845.0,,,,,,,,,,,,,-382020.0,,,6600000.0,,,291131.0,,,-364175.0,0.0,0.0,,,-13792.0,,,50140.0,,,,15500.0,,-26512.0,,,-4411.0,,,,,,,3079959.0,2322761.0,,10000.0,-141250.0,,,-266532.0,364175.0,,,,359764.0,-359764.0,,,-4411.0,,,,,,,,,,145748.0,,,,,,,,,,,,,,,738.0,-11074167.0,67895.0,,820786.0,-1223418.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2016-03-31,2016-05-23,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,378720.0,,,,1400028.0,,,-286350.0,9819976.0,,,,,721439.0,586060.0,586060.0,,,,,0.001,200000000.0,157911410.0,153483050.0,157914.0,-438627.0,,,,,,863300.0,,,,,,1587390.0,,3234809.0,,,4000000.0,,3234809.0,,,,0.0,,,357539.0,,,-17652.0,,,,,,,,,,,,,-311179.0,,,,,,288457.0,,,-293527.0,0.0,0.0,,,,,,,,,,,,,,,-4363.0,,,,,,,,2401136.0,,10000.0,-145100.0,,,,293527.0,,,,289164.0,-289164.0,,,-4363.0,,,,,,,,,,121729.0,,,,,,,,,,,,,,,707.0,-11367694.0,,,,-1679697.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2016-06-30,2016-08-22,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,338648.0,,549424.0,,,,,-287250.0,9802324.0,,,,468229.0,403607.0,343428.0,343428.0,,,,,0.001,200000000.0,157911410.0,153483050.0,157914.0,-310733.0,,,,,,,,,,,,1656411.0,,3360094.0,,,4140000.0,,3360094.0,,,,,,,375191.0,,,-17652.0,,,64622.0,,,,,,,,990751.0,,-327485.0,,,,,,305470.0,,,-309833.0,0.0,0.0,,,,,,,,,,,,,,,-4363.0,,,,,,,,2476311.0,,10000.0,-900.0,,,,309833.0,,,,305470.0,-305470.0,,,-4363.0,,,,,,,,,,47429.0,,,,,-9222.0,,,,,,,,,,,-11677527.0,,,,-2008082.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2016-09-30,2017-01-17,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,262934.0,,230897.0,,230897.0,156007.0,156007.0,,10177515.0,67895.0,,,359833.0,292565.0,218847.0,218847.0,,,,-842530.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,-1089902.0,,,,,,2829000.0,,,,,,1630872.0,,3292520.0,,,,1197000.0,3292520.0,,,,,,,,,,-70994.0,,,67268.0,,,0.34,0.4,-0.34,0.0,-0.06,1136001.0,,-1160896.0,,-292500.0,,292500.0,416063.0,1126577.0,,7500.0,-1089902.0,-0.01,-0.01,,,318768.0,,,-271286.0,334250.0,,,,,53018.0,,,-17548.0,,,,74890.0,,,,1827841.0,,10000.0,,-81990.0,-67268.0,-693272.0,1089902.0,,,,1195917.0,-779854.0,,,-310048.0,,,416063.0,-292500.0,,,,,,66218.0,,,,25500.0,-67268.0,,-107490.0,,,,,,,,1445.0,-11799894.0,67895.0,,-1468008.0,-1468008.0,,,,,4428360.0,,292500.0,,153483050.0,,153483050.0,,,
2016-12-31,2017-02-06,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,264858.0,,204015.0,,,,,-800.0,10177515.0,,,,184494.0,184494.0,50392.0,50392.0,,,,-168455.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,-282622.0,,,,,,,,,,,,1683737.0,,3403485.0,,,4900000.0,,3403485.0,,,,,,,,,,-17845.0,,70160.0,,,,,,,,,1281251.0,,-299667.0,,,,,15000.0,290027.0,,,,0.0,0.0,,,16924.0,,,-31293.0,145250.0,,4411.0,,,8976.0,,,-4411.0,,-2900.0,,,,,,1935124.0,,10000.0,-800.0,-13009.0,,-155446.0,281822.0,,,,295311.0,-280311.0,,,-1511.0,,,15000.0,,,,,,,57242.0,,,,,,,-13009.0,,,,-13009.0,,,,5284.0,-12081716.0,,,,-1750630.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2017-03-31,2017-05-17,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,264940.0,,331688.0,,,,,7975.0,10177515.0,,,,167939.0,167939.0,40066.0,40066.0,,,,,0.001,200000000.0,157911410.0,,157914.0,-289560.0,,,,,,,,,,,,1738382.0,,3513040.0,,,5000000.0,,3513040.0,,,,,,,,,,17458.0,,71435.0,,,,,,,,,1426501.0,,-315793.0,,,,,,295295.0,,,,0.0,0.0,,,,,,,,,,,,,,,4315.0,,1275.0,,,,,,2208129.0,,10000.0,8775.0,,,,298335.0,,,,295295.0,-295295.0,,,3040.0,,,,,,,,,,40963.0,,,,,,,,,,,,,,,,-12380051.0,,,,-2040190.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2017-06-30,2017-08-10,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,280961.0,,298476.0,,,,,500.0,10177515.0,,,,87793.0,57066.0,12005.0,19201.0,,,,,0.001,200000000.0,157911410.0,,157914.0,-205234.0,,,,,,,,,,,,1780508.0,,3704412.0,,,4400000.0,,3704412.0,,,,,,,,,,17652.0,,10000.0,,,,,,,,,1707001.0,,-216486.0,,,,,,194966.0,,,,0.0,0.0,,,,,,,,,,,,,,,4363.0,,495.0,,,,,,2529238.0,,10000.0,-6400.0,,,,198834.0,,37800.0,,194966.0,-194966.0,,,3868.0,,,,,,,,,,60592.0,,,,,,,,,,,,,,,,-12773831.0,,,,-2441445.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2017-09-30,2018-01-16,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,280961.0,,298476.0,,,206087.0,,500.0,10177515.0,,,,87793.0,87793.0,19201.0,19201.0,,,,-199646.0,0.001,200000000.0,157911410.0,,157914.0,-973437.0,,,,,,,,,,,,1780508.0,,3704412.0,,,4400000.0,,3704412.0,,,,,,,,,,-70800.0,,,,,,,0.4,-0.34,0.0,-0.06,1707001.0,,-1044737.0,,-2992500.0,,,15000.0,970824.0,,,,-0.01,-0.01,,7986.0,33027.0,,,50080.0,571000.0,,17499.0,,,5626.0,,,17499.0,,4670.0,,92389.0,,,,2529238.0,,10000.0,500.0,44791.0,67268.0,-311705.0,-973937.0,,37800.0,,976108.0,-961108.0,,500.0,12829.0,,,15000.0,-292500.0,,,,,,60592.0,,,,67268.0,,,37800.0,,,,-13009.0,,,-67268.0,5284.0,-12773831.0,,488567.0,-2441445.0,-2441445.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2017-12-31,2018-02-20,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,275402.0,,300574.0,,,,,27750.0,10177515.0,,,,82574.0,82574.0,7320.0,7320.0,,,,-11881.0,0.001,200000000.0,157911410.0,,157914.0,-180856.0,,,,,,,,,,,,1217622.0,,2552775.0,,,4600000.0,,2552775.0,,,,,,,,,,-17845.0,,,,,,,0.27,0.21,,,1852251.0,,-225951.0,,,,,,203039.0,,,,0.0,0.0,,500.0,-5557.0,,,-2313.0,145250.0,,4411.0,,,-20586.0,,,5067.0,,,,,,,,2704875.0,,10000.0,27250.0,33848.0,,-45729.0,-208106.0,,26690.0,,203039.0,-203039.0,,27250.0,5067.0,,,,,,,,,,40004.0,,,,,,-11110.0,44958.0,,,,,,-11110.0,,,-12981937.0,,,-2622301.0,-2622301.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2018-03-31,2018-05-21,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,296360.0,,314493.0,,,,,6625.0,10177515.0,,,,37891.0,37891.0,2111.0,2111.0,,,,,0.001,200000000.0,157911410.0,,157914.0,-254391.0,,,,,,,,,,,,1240222.0,,2614592.0,,,4600000.0,,2614592.0,,,,,,,,,,-17458.0,,,,,,,,,,,1997501.0,,-250724.0,,,,,,228413.0,,,,0.0,0.0,,,,,,,,,,,,,,,4853.0,,,,,,,,2914583.0,,10000.0,-21125.0,,,,-233266.0,-250724.0,15521.0,,228413.0,-228413.0,,-21125.0,4853.0,,,,,,,,,,21655.0,,,,,,,,,,,,,,,,-13215203.0,,,-2876692.0,-2876692.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2018-06-30,2018-08-14,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,296360.0,,340121.0,,,,,2750.0,10177515.0,,,,21401.0,,1309.0,1309.0,,,,,0.001,200000000.0,157911410.0,,157914.0,-190263.0,,,,,,,,,,,,1250151.0,,2666439.0,,,4600000.0,,2666439.0,,,,,,,,,,-17652.0,,,,,,,,,,,2142751.0,,-204040.0,,,,,,181937.0,,,,0.0,0.0,,,,,,,,,,,,,,,4451.0,,,,,,,,3088356.0,,10000.0,-3875.0,,,,-186388.0,-204040.0,3902.0,,181937.0,-181937.0,,-3875.0,4451.0,,,,,,,,,,9842.0,,,,,,,,,,,,,,,,-13401591.0,,,-3066955.0,-3066955.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2018-09-30,2019-01-15,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,67532.0,,340931.0,,,231043.0,,950.0,10177515.0,,,,56433.0,,2702.0,2702.0,,,,-16499.0,0.001,200000000.0,157911410.0,,157914.0,-558608.0,,,,,,,,,,,,1191194.0,,2646699.0,,,5200000.0,,2646699.0,,,,,,,,,,-70800.0,,,,,,,0.251,-0.21,0.0,-0.06,2288001.0,,-629858.0,,,,,248828.0,789105.0,,,,0.0,0.0,,,35399.0,,,42455.0,-581000.0,,17499.0,,,-53111.0,,,18781.0,,,1282.0,109888.0,,,,3056486.0,,10000.0,450.0,79422.0,,-95921.0,559058.0,-629858.0,37800.0,,789105.0,-540277.0,,450.0,18781.0,,,248828.0,,,,,,,45281.0,,,,,,-37800.0,121108.0,,,,-3886.0,,,,,-13332889.0,,204170.0,-2441445.0,-3000053.0,,,,,4428360.0,,,,153483050.0,,153483050.0,,,
2018-12-31,2019-02-19,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,67530.0,,295398.0,,,,,,10208339.0,30824.0,,,40295.0,,1827.0,1827.0,,,,-875.0,0.001,200000000.0,157911410.0,,157914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17845.0,,,,,,,,0.21,,,2433251.0,,-265151.0,,-3450.0,,,,208168.0,,,,0.0,0.0,,,-2.0,,,-45533.0,-145250.0,,4411.0,,,-11813.0,,,4864.0,,,453.0,,,,,3256830.0,,10000.0,,100629.0,,-101504.0,-247306.0,-265151.0,30429.0,,238992.0,-238992.0,,,8314.0,,,,,,,,,,33468.0,,,,,,-7371.0,108000.0,,,,,,,,,-13579245.0,30824.0,,-3216535.0,-3216535.0,,,,,4428360.0,,-3450.0,,153483050.0,,153483050.0,,,
2019-03-31,2019-05-20,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,67577.0,,317191.0,,,,,,10208339.0,,,,30380.0,,1599.0,1599.0,,,,,0.001,200000000.0,157911410.0,,157914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17458.0,,,,,,,,,,,2578501.0,,,,2125.0,,,,176161.0,,,,0.0,0.0,,,,,,,,,,,,,,,4315.0,,,,,,,,3425266.0,,10000.0,,,,,-178351.0,-195809.0,30429.0,,176161.0,-176161.0,,,2190.0,,,,,,,,,,21656.0,,,,,,,,,,,,,,,,-13757596.0,,,-3394886.0,-3394886.0,,,,,4428360.0,,2125.0,,153483050.0,,153483050.0,,,
2019-06-30,2019-08-19,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,127689.0,,266721.0,,,,,,10208339.0,,,,16401.0,,1707.0,1707.0,,,,,0.001,200000000.0,157911410.0,,157914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17651.0,,,,,0.0,,,0.0,,,2723751.0,,,,2275.0,,,,176234.0,,,,0.0,0.0,,,,,,,,,,,,,,4362.0,4362.0,0.0,,,,,,,3594158.0,,10000.0,,,,,182871.0,-200522.0,30429.0,,176234.0,-176234.0,,,6637.0,,,,,,,,,,9844.0,,,,,,,,,,,,,,,,-13940467.0,,,-3727685.0,-3577757.0,,,,,4428360.0,,-2275.0,,153483050.0,153483050.0,153483050.0,,,
2019-09-30,2020-01-14,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,138298.0,,271133.0,271133.0,,143745.0,,,10208339.0,30824.0,,,5315.0,,815.0,815.0,,,,-150573.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,,,,,,,,,,,,,1224993.0,,2818620.0,,,4500000.0,,2818620.0,,,,,,,,,,70800.0,,,,,,,0.27,-0.21,0.0,-0.06,2869001.0,,,,,,,,705729.0,,,,-0.01,-0.01,,,60157.0,,,-74210.0,-435750.0,,,,,-53111.0,,17953.0,17953.0,0.0,,453.0,127388.0,,,,3733000.0,,10000.0,-3950.0,115975.0,,-266548.0,758456.0,-829256.0,,175000.0,736553.0,-736553.0,,450.0,21903.0,,,,,,,,,,,,,,,,-7371.0,132075.0,,,,-8729.0,,,8729.0,,-14090395.0,30824.0,0.0,-3727685.0,-3727685.0,,,,,4428360.0,,-3950.0,,153483050.0,,153483050.0,,,
2019-12-31,2020-02-19,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,88659.0,,315544.0,174438.0,,,,,10208339.0,,,,4141.0,,2324.0,1366.0,,,,1509.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,,,,,335683.0,,,,,,,,,,,,,,,,,,,,,,,,,17845.0,,,,,,,,0.0,,,3450002.0,,,,,,,,192350.0,,,,0.0,0.0,,,-73641.0,,,44411.0,-145250.0,,,,,,,4411.0,4411.0,0.0,,,,,,,4291417.0,,10000.0,,82250.0,,-80741.0,-197986.0,-215831.0,,175000.0,192350.0,-192350.0,,,5636.0,,,,,,,,,,,,,,,,,82250.0,,,,,,,,,-14649986.0,,,-3925671.0,-4287276.0,,,,,4428360.0,,-1225.0,,153483050.0,,153483050.0,,,
2020-03-31,2020-05-20,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,106118.0,,300986.0,,,,,,10208339.0,,,,4404.0,,1479.0,1479.0,,,,,0.001,200000000.0,157911410.0,,157914.0,,,,,335683.0,,,,,,,,,,,,,,,,,,,,,,,,,17651.0,,,,,,,,,,,3159501.0,,,,,,,,162858.0,,,,0.0,0.0,,,,,,,,,,,,,,,25440.0,25440.0,,,,,,,4118723.0,,10000.0,,,,,-188648.0,-206299.0,,,162858.0,-162858.0,,,25790.0,,,,,,,,,,,,,,,,,,,,,,,,,,-14477029.0,,,-4114319.0,-4114319.0,,,,,4428360.0,,-350.0,,153483050.0,,153483050.0,,,
2020-06-30,2020-08-19,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,122847.0,,,309545.0,,,,,10208339.0,,,,3104.0,,1404.0,1404.0,,,,,0.001,200000000.0,157911410.0,,157914.0,,,,,335683.0,,,,,,,,,,,,,,,,,,,,,,,,,17651.0,,,,,0.0,,,,,,3304751.0,,,,3600.0,,,,162054.0,,,,0.0,0.0,,,,,,,,,,,,,,8559.0,,4196.0,,,,,,,4289261.0,,10000.0,,,,,-171838.0,-189489.0,,175000.0,162054.0,-162054.0,,,9784.0,,,,,,,,,,,,,,,,,,,,,,,,,,-14648867.0,,,-4286157.0,-4286157.0,,,,,4428360.0,,-1225.0,,153483050.0,153483050.0,153483050.0,,,
2020-09-30,2021-01-13,10-K,"Regenicin, Inc.",RGIN,CIK0001412659,USD,88659.0,,174438.0,174438.0,,,,,10208339.0,30824.0,,50700844.0,4141.0,,1366.0,1366.0,,,1366.0,551.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,,,,,335683.0,,,,,,,,1224993.0,,2818620.0,,,,,-2818620.0,,,,,,,,,,70992.0,,,,,,,0.25,-0.21,0.0,-0.06,3450002.0,,,,,,,-152933.0,663749.0,,,,0.0,0.0,,,103294.0,,,-143745.0,581001.0,,-47050.0,,,-35437.0,,-47050.0,,25271.0,,,174438.0,,,4141.0,4291417.0,,10000.0,-1750.0,123750.0,,-123199.0,-559591.0,-630583.0,,175000.0,663749.0,-510816.0,,,48775.0,57635.0,,152933.0,,,,,,,,,,335683.0,,,,123750.0,,,,,,,,,14649986.0,,,-4287276.0,-4287276.0,,,,,4428360.0,4428.0,1725.0,,153483050.0,,153483050.0,551.0,,
2020-12-31,2021-02-22,10-Q,"Regenicin, Inc.",RGIN,CIK0001412659,USD,83034.0,,,182723.0,,,,,10208339.0,,,42705752.0,3373.0,,1373.0,1373.0,,7.0,,7.0,0.001,200000000.0,157911410.0,153483050.0,157914.0,,,,,335683.0,,,,,,,,,,,,,,,,,,,,,,,,,17845.0,,,,,,,,,,,3595252.0,,,,-775.0,,,,150818.0,,,,0.0,0.0,,,-5625.0,,,,145250.0,,8285.0,,,,,8285.0,,3875.0,,,,,,,4450527.0,,10000.0,,11200.0,,-11193.0,-159878.0,-177723.0,,175000.0,150818.0,-150818.0,,,9060.0,,,,,,,,,,,,,,,,,11200.0,,,,,,,,,-14809864.0,,,-4447154.0,-4447154.0,,,,,4428360.0,,775.0,,153483050.0,153483050.0,153483050.0,,,0.0
