end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableCurrentAndNoncurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrent,AccountsPayableRelatedPartiesCurrentAndNoncurrent,AccountsReceivableNet,AccountsReceivableNetCurrent,AccruedIncomeTaxesCurrent,AccruedIncomeTaxesPayable,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,AdjustmentForAmortization,AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,AllowanceForDoubtfulAccountsReceivable,AmortizationOfIntangibleAssets,Assets,AssetsCurrent,AssetsNoncurrent,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,CommonStockNoParValue,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,ContractWithCustomerLiabilityCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,CostOfRevenue,CurrentIncomeTaxExpenseBenefit,DebtInstrumentPeriodicPayment,DeferredTaxAssetsCapitalLossCarryforwards,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,DeferredTaxAssetsValuationAllowance,DeferredTaxAssetsValuationAllowanceCurrent,DepositsAssetsCurrent,Depreciation,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToRelatedPartiesCurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,FederalIncomeTaxExpenseBenefitContinuingOperations,FinanceLeasePrincipalPayments,FiniteLivedIntangibleAssetsNet,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationNondeductibleExpense,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedIncomeTaxesPayable,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInPrepaidExpense,InterestExpense,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestPaid,InterestPayableCurrent,InventoryFinishedGoodsNetOfReserves,InventoryNet,InventoryRawMaterialsNetOfReserves,InvestmentIncomeInterest,LeaseCost,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesCurrent,NotesPayableRelatedPartiesCurrentAndNoncurrent,NotesPayableRelatedPartiesNoncurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeasePayments,OperatingLeaseRightOfUseAsset,OperatingLossCarryforwardsValuationAllowance,OtherAdditionalCapital,OtherAssets,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherIncome,OtherNonoperatingIncome,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,OtherReceivablesNetCurrent,PaymentsToAcquireIntangibleAssets,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpense,PrepaidExpenseAndOtherAssets,PrepaidExpenseCurrent,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromPaymentsForLongTermLoansForRelatedParties,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,RelatedPartyTransactionAmountsOfTransaction,RelatedPartyTransactionRate,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,SellingAndMarketingExpense,StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueNewIssues,TaxCreditCarryforwardValuationAllowance,TaxesPayableCurrent,UnrecognizedTaxBenefitsResultingInNetOperatingLossCarryforward,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfSharesOutstandingBasicAndDiluted
2015-06-30,2015-08-07,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,0.0,,,,,,,0.0,,,,,,,,,,,,16078.0,16078.0,,16078.0,,16078.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-2730.0,,78877.0,,,,-78877.0,0.0,,,,,,,0.0,,,,,,3851.0,0.0,,-7798.0,,0.0,,,,,,,,,,,,,,,,,,,3950.0,3950.0,,,47952.0,,,,,,207952.0,16078.0,177952.0,,,,,-7798.0,,,130000.0,,160000.0,30000.0,3851.0,,,,,,,,,,,3.0,,,-3947.0,,,,,,,,,,,,,,,,,,,,-329287.0,,0.0,,,-191874.0,,,,,,2730.0,,,2730.0,,5251309.0,
2015-09-30,2015-12-16,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,0.0,,,,,,,100.0,,,,,,,,,,,,13941.0,13941.0,,9941.0,,9941.0,105.0,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-15750.0,,82674.0,,,,-82674.0,0.0,,,,,,,-0.01,,,,,,25606.0,0.0,,-44915.0,,100.0,,100.0,,,,,,-200.0,,,0.0,,,19320.0,,,,-4000.0,19320.0,19320.0,,0.0,55822.0,,,,,,215922.0,13941.0,185922.0,,30000.0,,-29895.0,-45015.0,,,130000.0,,,30000.0,25606.0,,,,,,,,,4000.0,,11.0,,,-19309.0,,,,,,4000.0,,,,,30000.0,,,,,,,,,-339394.0,,0.0,,100.0,-201981.0,,,,,,15755.0,,,15755.0,,5251309.0,
2015-12-31,2016-02-12,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,3843.0,,,,,,,0.0,,,,,,,,,,,,1409.0,1409.0,,784.0,,784.0,-9157.0,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-7429.0,,69825.0,,,,-91095.0,0.0,,,,,,,0.0,,,,,,16275.0,0.0,,-21225.0,-21225.0,0.0,,100.0,,,,,,3843.0,,,-100.0,,,4950.0,,,,3375.0,4950.0,4950.0,,0.0,60772.0,,,,,,224615.0,1409.0,224615.0,,0.0,,-9157.0,-21225.0,,,160000.0,,160000.0,0.0,16275.0,,,,,,,,,,,0.0,,,-4950.0,,,,,,625.0,,,,,0.0,,,,,,,,,-360619.0,,0.0,,,-223206.0,,,,,,5816.0,,,7429.0,,5251309.0,
2016-03-31,2016-05-13,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,,,,,,,0.0,,,,,,,,,,,,22367.0,22367.0,,21742.0,,21742.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-3786.0,,71645.0,,,,-94881.0,0.0,,,,,,,0.0,,,,,,5199.0,0.0,,-10816.0,-10816.0,0.0,,,,,,,,,,,,,,,,,,,,5617.0,,,66388.0,,,,,,256388.0,22367.0,226388.0,,,,,-10816.0,,,160000.0,,190000.0,30000.0,5199.0,,,,,,,,,,,0.0,,,-5617.0,,,,,,625.0,,,,,,,,,,,,,,-371434.0,,0.0,,,-234021.0,,,,,,3786.0,,,3786.0,,5251309.0,
2016-06-30,2016-08-15,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,,,,,,,0.0,,,,,,,,,,,,18577.0,17952.0,,17952.0,,17952.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-3339.0,,72971.0,,,,-98220.0,0.0,,,,,,,0.0,,,,,,3790.0,0.0,,-9540.0,-9540.0,0.0,,,,,,,,,,,,,,,,,,,,5750.0,,,72139.0,,,,,,262139.0,18577.0,232139.0,,,,,-9540.0,,,160000.0,,190000.0,30000.0,3790.0,,,,,,,,,625.0,,0.0,,,-5750.0,,,,,,625.0,,,,,,,,,,,,,,-380975.0,,0.0,,,-243562.0,,,,,,3339.0,,,3339.0,,5251309.0,
2016-09-30,2016-11-30,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,632.0,632.0,,,,,,100.0,,,,,,,,,,,,17691.0,17691.0,,15191.0,,15191.0,5250.0,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-17132.0,,100760.0,,,,-100760.0,0.0,,,,,,,-0.01,,,,,,26782.0,0.0,,-48849.0,-48849.0,100.0,,100.0,,,,,,632.0,,,0.0,,,22067.0,,,,1500.0,,22067.0,,0.0,77889.0,,,,,,268621.0,17691.0,238621.0,,30000.0,0.0,-24750.0,-48949.0,,,160000.0,,190000.0,30000.0,26782.0,,,,,,,,,,,0.0,,,-22067.0,,,,,,2500.0,,,,,30000.0,,,,,,,,,-388343.0,,0.0,,100.0,-250930.0,-250930.0,,,,,17500.0,,,17132.0,,5251309.0,
2016-12-31,2017-02-13,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,632.0,,,,,,0.0,,,,,,,,,,,,36726.0,36726.0,,26101.0,,26101.0,10910.0,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-5816.0,,77305.0,,,,-106579.0,,,,,,,,0.0,,,,,,10865.0,0.0,,,-16616.0,0.0,,100.0,,,,,,0.0,,,-100.0,,,5751.0,,,,-8125.0,,5751.0,,0.0,83640.0,,,,,,304272.0,36726.0,244272.0,,30000.0,,-19090.0,-16616.0,,,160000.0,,220000.0,60000.0,10865.0,,,,,,,,,,,0.0,,,-5751.0,,,,,,10625.0,,,,,30000.0,,,,,,,,,-404959.0,,0.0,,,-267546.0,,,,,,,,,5816.0,,5251309.0,
2017-03-31,2017-05-12,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,632.0,,,,,,0.0,,,,,,,,,,,,31178.0,31178.0,,22845.0,,22845.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,-4269.0,,83587.0,,,,10085.0,0.0,,,,,,,0.0,,,,,,5547.0,0.0,,,-12197.0,0.0,,,,,,,,,,,,,,,,,,,0.0,6650.0,,,90289.0,,,,,,310921.0,31178.0,280921.0,,,,,-12197.0,,,190000.0,,220000.0,30000.0,5547.0,,,,,,,,,,,0.0,,,-6650.0,,,,,,8333.0,,,,,,,,,,,,,,-417156.0,,0.0,,,-279743.0,,,,,,3467.0,,,4269.0,,5251309.0,
2017-06-30,2017-08-14,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,632.0,,,,,,0.0,,,,,,,,,,,,23739.0,23739.0,,18844.0,,18844.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,,0.0,,,,85587.0,,,,14513.0,0.0,,,,,,,0.0,,,,,,7439.0,0.0,-7439.0,,-14089.0,0.0,,,,,,,,,,,,,,,,,,,,6650.0,,,96939.0,,,,,,317571.0,23739.0,287571.0,,,,,-14089.0,,,190000.0,,220000.0,30000.0,7439.0,,,,,,,,,,,0.0,,,-6650.0,,,,,,4895.0,,,,,,,0.0,,,,,,,-431245.0,,0.0,,,-293832.0,,,,,,4931.0,,,,5251309.0,5251309.0,
2017-09-30,2017-12-27,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,632.0,,,0.0,,,,100.0,,,,0.0,,,,,-54918.0,,,18473.0,18473.0,,15140.0,,15140.0,-51.0,15140.0,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,0.0,,-19186.0,,119946.0,0.0,,,-119946.0,0.0,,,,,,,-0.01,,,,,,29118.0,0.0,-29118.0,,-54818.0,100.0,,100.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,-833.0,,25700.0,,0.0,103589.0,,,,,,324321.0,18473.0,294321.0,30000.0,30000.0,0.0,-30051.0,-54918.0,,,190000.0,,220000.0,30000.0,29118.0,,,,,,,,,,,0.0,,,-25700.0,,,,,,3333.0,,,,,30000.0,,,,,,,,,-443261.0,,0.0,,100.0,-305848.0,-305848.0,,,,,19186.0,,,19186.0,5251309.0,5251309.0,
2017-12-31,2018-02-14,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,632.0,,,,,,,100.0,,,,,,,,,,,,12472.0,12472.0,,9972.0,,9972.0,-5168.0,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,0.0,,-4428.0,,51477.0,,,,-74627.0,0.0,,,,,,,0.0,,,,,,6001.0,0.0,-6001.0,,-12651.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,6650.0,,,,833.0,,6650.0,,0.0,110239.0,,,,,,330971.0,12472.0,330971.0,,0.0,0.0,-5168.0,-12651.0,,,220000.0,,220000.0,0.0,6001.0,,,,,,,,,,,0.0,,,-6650.0,,,,,,2500.0,,,,,,,,,,,,,,-455912.0,,0.0,,,-318499.0,-318499.0,,,,,45300.0,,,4428.0,5251309.0,5251309.0,
2018-03-31,2018-05-14,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,632.0,,,,,,,0.0,,,,,,,,,,,,23737.0,23737.0,,22070.0,,22070.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,0.0,,,,53288.0,,,,4140.0,0.0,,,,,,,0.0,,,,,,8636.0,0.0,-8636.0,,-15286.0,0.0,,,,,,,,,,,,,,,,,,,0.0,6650.0,,,116889.0,,,,,,357521.0,23737.0,337521.0,,,,,-15286.0,,,220000.0,,240000.0,20000.0,8636.0,,,,,,,254000.0,,,,0.0,,,-6650.0,,,,,,1667.0,,,,,,,,,,,,,,-471197.0,,0.0,,,-333784.0,-333785.0,,,,,-77834.0,,,,5251309.0,5251309.0,
2018-06-30,2018-08-20,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,4632.0,,,,240000.0,,,0.0,,,,,,,,,,,,17307.0,17307.0,,16473.0,,16473.0,,,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,0.0,,,,55529.0,,,124000.0,4867.0,0.0,,,,,,,0.0,,,,,,10430.0,0.0,-10430.0,,-17480.0,0.0,,,,,,,,,,,,,,,,,,,,7050.0,,,123939.0,,,,,,368571.0,17307.0,348571.0,,,,,-17480.0,,,220000.0,,240000.0,20000.0,10430.0,,,,,,,265000.0,,,,,,,,,,,,,834.0,,,,,,,0.0,,,,,,,-488677.0,,0.0,,,-351264.0,-351265.0,,,,,-81556.0,,,,5251309.0,,
2018-09-30,2019-01-09,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,3959.0,,3959.0,14000.0,,,,100.0,,,,0.0,,,-42408.0,350547.0,-42208.0,,,0.0,0.0,,0.0,,0.0,-15140.0,,-15140.0,0.0,0.0001,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,,,-13179.0,350547.0,59010.0,0.0,,,-59010.0,,,,,,,14000.0,-0.01,0.21,,,,,42308.0,0.0,-42308.0,,-62658.0,100.0,,100.0,100.0,8786.0,-13179.0,4274.0,100.0,,3327.0,,,,14000.0,-13392.0,,3327.0,,-3333.0,,20350.0,,0.0,0.0,,,,,,18059.0,0.0,18059.0,0.0,20000.0,0.0,-35140.0,-62758.0,,,0.0,,,0.0,42308.0,-42308.0,,,,,,,350547.0,,,,,,,,,,,,0.0,,,,,20000.0,,,,,,,,,-506019.0,,0.0,,100.0,-18059.0,-18059.0,,,,,60936.0,100.0,,119.0,5251309.0,,
2018-12-31,2019-02-13,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,632.0,,,23093.0,,,,100.0,,,,350547.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,50440.0,,0.0,,100000000.0,5251309.0,5251309.0,137413.0,,,0.0,,,-1211.0,,60270.0,0.0,,,-60270.0,0.0,,,,,,,0.0,,,,,,5766.0,0.0,-5766.0,,-5766.0,0.0,,0.0,,807.0,,,,,-3327.0,,,,9093.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,,,23825.0,0.0,23825.0,,0.0,0.0,0.0,-5766.0,,,0.0,,,,5766.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,13392.0,,,-511785.0,,0.0,,,1331216.0,-23825.0,,,,,1300.0,,,404.0,5251309.0,,
2019-03-31,2019-05-20,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,7633.0,,,39465.0,,,,100.0,,,,136988.0,,,,,,,,0.0,0.0,,0.0,,0.0,,,,,0.0001,100000000.0,5252309.0,5252309.0,525.0,,,0.0,,,,,65199.0,0.0,,,-65199.0,0.0,,,,,,,0.0,0.21,,,,,23473.0,0.0,-23473.0,,-23473.0,0.0,,,100.0,,-4929.0,,,,,,100.0,,16372.0,,,7001.0,,,,0.0,,,,,,,,,47198.0,0.0,47198.0,,,,,-241836.0,,,,,,,23473.0,-23473.0,,,,,,,350547.0,,30716.0,,,,,,,,,,0.0,,,,,,,,,,,,,,-535258.0,,0.0,,,-121759.0,-47198.0,,,100.0,,14600.0,,,2691.0,5252309.0,,
2019-06-30,2019-08-16,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,5133.0,,,87858.0,,,,100.0,,,,136988.0,,,,,,,,1250.0,1250.0,,0.0,,0.0,,,,,0.0001,100000000.0,5252309.0,5252309.0,525.0,,,0.0,,,,,74574.0,0.0,,,-74574.0,0.0,,,,,,,-0.01,,,,,,44643.0,0.0,-44643.0,,-44643.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,93091.0,1250.0,93091.0,,,,,95566.0,,,,,,,44643.0,,,,,,,,350547.0,,-26670.0,,,,,,,,,,1250.0,,,,,,,,,,,,,,-579901.0,,0.0,,,-52863.0,-91841.0,,,,,48816.0,,,6358.0,5252309.0,,
2019-09-30,2019-12-31,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,,13332.0,,,,,,,,,,136988.0,,,,,,38.0,23364.0,23364.0,,,,23364.0,,139809.0,,,0.0001,100000000.0,5252309.0,5252309.0,525.0,-6302.0,,,,582341.0,,,,,,,,,,9293.0,,,30000.0,87473.0,0.0,0.21,,,,,105448.0,150418.0,,,39916.0,,,,,,-18791.0,18791.0,,,9473.0,,,,73373.0,,,9473.0,,,,,,,,,,,87.0,,130805.0,23364.0,,,,,,39916.0,,343.0,,,,,110845.0,39573.0,,,,,,,350547.0,,-46218.0,,256.0,,,,,,,,,,,,,,,,,,,,,,-595501.0,732759.0,,5397.0,,-59165.0,,,,100.0,,,,,,15000000.0,,
2020-03-31,2020-05-18,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,,3758.0,,,,,,,,,,136988.0,120.0,-94128.0,,,,120.0,8786.0,8786.0,,,,7504.0,,861018.0,226526.0,,0.0001,100000000.0,5252309.0,5252309.0,525.0,-151932.0,,,,28235.0,,,,,,,0.0,,,16126.0,,,52628.0,80697.0,-0.01,0.21,-18090.0,,,,136490.0,6786.0,,,-130897.0,,,,,,-2703.0,,,,,-337006.0,,-16188.0,-11425.0,,19265.0,-2875.0,28340.0,1282.0,,,,,,,,,557.0,,137183.0,8786.0,,,14.0,-27088.0,271690.0,-130897.0,,2208.0,,,,,139891.0,-133105.0,,,,,,,350547.0,,-21035.0,,1651.0,,,,,27088.0,,,1282.0,,,,,14.0,,,,,,,,,-616457.0,35021.0,,3401.0,,1245363.0,,,,,,,100.0,,,15000000.0,,
2020-06-30,2020-08-14,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,,,,6958.0,,,,,,,,,,136988.0,,,,,,120.0,7198.0,7198.0,,,,7198.0,,10412455.0,,,0.0001,100000000.0,5252309.0,5252309.0,525.0,-69532.0,,,,40724.0,,,,,,,0.0,,,16583.0,,,571669.0,580697.0,0.0,,,,,,128561.0,60511.0,,,-72113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.0,,159424.0,7198.0,,,,,,-72113.0,,826.0,,,,,133450.0,-72939.0,,,,,,,350547.0,,2581.0,,102.0,,,,,,,,,,,,,,,,,,,,,,-640286.0,101235.0,89590.0,4889.0,,1175831.0,,,,,,,100.0,,,15000000.0,,
2020-09-30,2020-11-23,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,42247.0,,,,,,,,,,116878.0,-31785.0,,,,,,,,120.0,1605135.0,1397127.0,208008.0,,,988910.0,,988910.0,,,0.0001,100000000.0,20252309.0,20252309.0,2025.0,-107111.0,474019.0,,,285746.0,,,,,,,,,74501.0,18022.0,,,,,-0.01,,,,,4302.0,157838.0,13680.0,,,-147781.0,,,,,,,,,,,,,,,,,,,,,,-420.0,,,252431.0,283117.0,30686.0,674.0,,1923438.0,1605135.0,,,,,,-147781.0,,4054.0,,,,,165515.0,-151835.0,18542.0,18542.0,,,17434.0,,,,40670.0,,3380.0,4474.0,,28509.0,,,,,4615.0,,,,,,,,,321761.0,203706.0,,,,-288543.0,299426.0,298914.0,7677.0,,1069245.0,,,,525.0,,,,,,19795586.0,,
2020-12-31,2021-04-13,10-K,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,2316.0,7827.0,,,,,,,8319.0,,137546.0,5244.0,,1290355.0,487.0,-322654.0,,,0.0,487.0,1532141.0,1334167.0,197974.0,,7198.0,1006394.0,,1006394.0,371902.0,,0.0001,100000000.0,20252309.0,20252309.0,2025.0,-410231.0,409924.0,,,596530.0,8215.0,,,,151957.0,,151957.0,,,71472.0,,,,199964.0,-0.03,,50245.0,,79395.0,4353.0,728994.0,416611.0,,,-461261.0,8215.0,,,,,,,,7827.0,,-530196.0,8219.0,13044.0,,,94655.0,,2316.0,,,,,,,184745.0,206272.0,21527.0,2602.0,20523.0,697303.0,1532141.0,697303.0,,45862.0,-67862.0,343657.0,-469476.0,-469476.0,9554.0,,,,,887426.0,-470815.0,,,,,,,,,59245.0,,6952.0,,,113670.0,,75060.0,,121501.0,7712.0,,,,,125257.0,,,,337279.0,193621.0,,,,-462786.0,1013141.0,,158432.0,,834838.0,,,,152226.0,,,,,,17525701.0,,
2021-03-31,2021-05-17,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,43798.0,,,,,,,164682.0,6513.0,,158976.0,7100.0,,1290355.0,130.0,-164269.0,,,,130.0,1666462.0,1490545.0,175917.0,,,730390.0,,730390.0,-276004.0,,0.0001,100000000.0,20252309.0,20252309.0,2025.0,-203211.0,360733.0,,,153684.0,,,,,197573.0,,197573.0,,,21430.0,,,,199964.0,-0.01,,2353.0,,17349.0,4208.0,214176.0,13959.0,,,-205067.0,,,,,,,,,-7827.0,,164682.0,-1806.0,-49191.0,,,-39122.0,,41482.0,,,,,,,155029.0,167150.0,12121.0,510.0,19238.0,1034835.0,1666462.0,773333.0,261502.0,20611.0,,-298968.0,-205067.0,,6799.0,,,,,225825.0,-211866.0,316914.0,55412.0,261502.0,,314800.0,,,,1856.0,,6289.0,,,,,,,,2343.0,,,,,,,,,336054.0,171709.0,,,,-667853.0,167643.0,,11649.0,,631627.0,,,,,,,,,,20252309.0,,
2021-06-30,2021-08-16,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,48400.0,,,,,,164682.0,167223.0,15624.0,,180217.0,19137.0,,1290355.0,,,,,0.0,130.0,1886191.0,1729675.0,156516.0,,,783771.0,,783771.0,,,0.0001,100000000.0,2052309.0,2052309.0,2025.0,46707.0,281425.0,,,59284.0,,,,,219735.0,,219735.0,,,21241.0,,,,199964.0,0.0,,,,,4143.0,170800.0,207642.0,,,34670.0,,,,,,,,,,,,,,,,,,,,,,,,,140861.0,140861.0,,361.0,,1207857.0,1886191.0,859826.0,348031.0,,,,34670.0,,391.0,,,,,173363.0,34279.0,511592.0,163561.0,348031.0,,507134.0,,,,12037.0,,30.0,,,95729.0,,,,130685.0,817.0,,,,,,,,,340245.0,152373.0,,,,-633183.0,266926.0,250517.0,2563.0,,678334.0,,,,,,,,,,20252309.0,,
2021-09-30,2021-11-16,10-Q,China Foods Holdings Ltd.,CFOO,CIK0001310630,USD,50521.0,,,,,,,167183.0,3261.0,,204271.0,17977.0,,1290355.0,,,,,0.0,130.0,1688375.0,1528851.0,159524.0,,,656671.0,,656671.0,,,0.0001,100000000.0,20252309.0,20252309.0,2025.0,-82950.0,275590.0,,,,,,,,244940.0,,244940.0,,,24054.0,,,,199964.0,0.0,,,,,4012.0,162077.0,80188.0,,,-81790.0,,,,,,,,,,,,,,,,,,,,,,5447.0,,,199237.0,199237.0,,,,1092991.0,1688375.0,822156.0,270835.0,,,,-81790.0,,247.0,,,,,162225.0,-82037.0,382549.0,111714.0,270835.0,,375567.0,,,,-1160.0,,,-5200.0,,95358.0,,,,130193.0,817.0,,,,,,,,,367347.0,155512.0,,,,-714973.0,69726.0,64373.0,148.0,,595384.0,,,,,,,,,,20252309.0,,
